;0;1;2;3;4
354;"Hogfather (Discworld, #20; Death, #4)";Terry Pratchett;4,25;90,528;3,450
355;The Forge of God (Forge of God, #1);Greg Bear;3,87;15,090;637
356;The Speed of Dark;Elizabeth Moon;3,99;10,864;1,312
357;Jumper (Jumper, #1);Steven Gould;3,92;14,743;1,274
358;Hard-Boiled Wonderland and the End of the World;Haruki Murakami;4,13;131,087;8,152
359;Matched (Matched, #1);Ally Condie;3,63;758,884;35,404
360;Feed;M.T. Anderson;3,55;62,776;7,299
361;Diplomatic Immunity (Vorkosigan Saga, #13);Lois McMaster Bujold;4,19;16,030;596
362;The Voyage of the Dawn Treader (Chronicles of Narnia, #3);C.S. Lewis;4,09;455,977;10,081
363;"Guards! Guards! (Discworld, #8; City Watch, #1)";Terry Pratchett;4,33;198,831;6,577
364;Grave Beginnings (The Grave Report, #1);R.R. Virdi;4,29;1,661;288
365;The Night Circus;Erin Morgenstern;4,02;924,409;98,288
366;The Long Walk;Richard Bachman;4,09;173,034;11,161
367;The Many-Coloured Land (Saga of Pliocene Exile, #1);Julian  May;4,07;12,557;587
368;Spin (Spin, #1);Robert Charles Wilson;4,03;40,278;2,675
369;The Pride of Chanur (Chanur, #1);C.J. Cherryh;3,94;7,006;351
370;Shadow of the Giant (The Shadow Series, #4);Orson Scott Card;4,01;53,009;1,138
371;The Phantom Tollbooth;Norton Juster;4,19;279,547;12,795
372;Morning Star (Red Rising Saga, #3);Pierce Brown;4,50;181,959;14,913
373;Farnham's Freehold;Robert A. Heinlein;3,58;12,135;462
374;Tau Zero;Poul Anderson;3,84;14,144;931
375;Passage;Connie Willis;3,71;9,215;984
376;Dauntless (The Lost Fleet, #1);Jack Campbell;3,96;30,896;1,772
377;The Book of the New Sun;Gene Wolfe;4,22;4,090;221
378;Blood in the Skies (The Hellfire Chronicles, #1);G.D. Falksen;3,65;238;37
379;Sword & Citadel;Gene Wolfe;4,34;12,560;555
380;The Nine Billion Names of God;Arthur C. Clarke;4,06;7,659;289
381;Night Watch (Watch, #1);Sergei Lukyanenko;3,97;42,932;2,367
382;Pebble in the Sky (Galactic Empire, #3);Isaac Asimov;3,90;23,744;1,051
383;The Drawing of the Three (The Dark Tower, #2);Stephen King;4,23;252,729;9,857
384;The Last Battle (Chronicles of Narnia, #7);C.S. Lewis;4,01;266,222;9,535
385;Fantastic Voyage;Isaac Asimov;3,91;27,501;563
386;Red Planet;Robert A. Heinlein;3,82;10,158;464
387;Elantris (Elantris, #1);Brandon Sanderson;4,19;248,734;16,792
388;The Past Through Tomorrow (Future History, #1-21);Robert A. Heinlein;4,17;16,407;163
389;The Neverending Story;Michael Ende;4,18;194,900;9,037
390;Brainwalker;Robyn Mundell;4,33;10,035;250
391;Job: A Comedy of Justice;Robert A. Heinlein;3,78;17,844;568
392;Shadow Over Avalon;C.N. Lesley;4,13;332;102
393;The Dragon Reborn (The Wheel of Time, #3);Robert Jordan;4,27;276,366;7,447
394;Inkheart (Inkworld, #1);Cornelia Funke;3,91;414,188;13,876
395;The Futurological Congress: From the Memoirs of Ijon Tichy;Stanisław Lem;4,19;12,273;845
396;Olympos (Ilium, #2);Dan Simmons;3,95;18,751;724
397;The Knife of Never Letting Go (Chaos Walking, #1);Patrick Ness;3,97;190,233;20,451
398;The V Girl: a Coming of Age Story;Mya Robarts;4,00;15,677;1,665
399;The Fifth Season (The Broken Earth, #1);N.K. Jemisin;4,31;247,358;28,144
400;Dragonflight / Dragonquest (Pern: Dragon Riders of Pern, #1-2);Anne McCaffrey;4,47;11,217;76
401;Dark Matter;Blake Crouch;4,13;437,011;51,551
402;Ancillary Justice (Imperial Radch, #1);Ann Leckie;3,98;101,714;10,329
403;The Queen of the Damned (The Vampire Chronicles, #3);Anne Rice;3,91;148,904;2,860
404;The Algebraist;Iain M. Banks;4,03;21,901;946
405;The White Mountains (The Tripods, #1);John Christopher;3,95;13,317;1,026
406;Shadow of the Hegemon (The Shadow Series, #2);Orson Scott Card;3,96;76,535;1,779
407;Rogue Genesis (Shimmer in the Dark, #1);Ceri London;4,42;150;32
408;Graceling (Graceling Realm, #1);Kristin Cashore;4,07;449,948;26,203
409;The Ringworld Engineers (Ringworld, #2);Larry Niven;3,88;31,910;693
410;Small Gods (Discworld, #13);Terry Pratchett;4,31;117,418;4,275
411;The Long Way to a Small, Angry Planet (Wayfarers, #1);Becky  Chambers;4,18;134,641;20,101
412;"Equal Rites (Discworld, #3; Witches, #1)";Terry Pratchett;4,05;173,093;6,180
413;Golden Son (Red Rising Saga, #2);Pierce Brown;4,45;219,340;17,893
414;The 5th Wave (The 5th Wave, #1);Rick Yancey;4,01;448,120;31,392
415;Lightning;Dean Koontz;4,09;61,192;2,489
416;Earth;David Brin;3,93;7,527;322
417;"Witches Abroad (Discworld, #12; Witches, #3)";Terry Pratchett;4,24;86,363;2,852
418;Coraline;Neil Gaiman;4,11;649,305;33,352
419;The Curse of Chalion (World of the Five Gods, #1);Lois McMaster Bujold;4,17;38,167;2,875
420;Station Eleven;Emily St. John Mandel;4,07;486,967;55,011
421;The Neutronium Alchemist (Night's Dawn, #2);Peter F. Hamilton;4,27;19,263;440
422;The Great Book of Amber (The Chronicles of Amber, #1-10);Roger Zelazny;4,31;25,695;1,018
423;The Adventures of the Stainless Steel Rat (Stainless Steel Rat, #4-6);Harry Harrison;4,12;9,440;116
424;Grave Measures (The Grave Report, #2);R.R. Virdi;4,54;1,203;106
425;The Dosadi Experiment (ConSentiency Universe, #2);Frank Herbert;3,83;7,472;238
426;The Crystal Cave (Arthurian Saga, #1);Mary  Stewart;4,14;45,339;2,004
427;Titan (Gaea, #1);John Varley;3,95;8,646;370
428;Forever Peace (The Forever War, #3);Joe Haldeman;3,75;20,948;655
429;The Fountains of Paradise;Arthur C. Clarke;3,95;29,268;849
430;The Sword of Shannara (The Original Shannara Trilogy, #1);Terry Brooks;3,76;94,961;4,721
431;The Master and Margarita;Mikhail Bulgakov;4,29;331,691;18,827
432;Ficciones;Jorge Luis Borges;4,42;64,118;3,897
433;Vurt;Jeff Noon;4,05;9,485;644
434;Peter Pan;J.M. Barrie;4,04;337,316;15,579
435;Wizard's First Rule (Sword of Truth, #1);Terry Goodkind;4,12;243,678;7,351
436;The Stars, Like Dust (Galactic Empire, #1);Isaac Asimov;3,74;22,478;1,114
437;Shadow Puppets (The Shadow Series, #3);Orson Scott Card;3,90;58,486;1,219
438;The Hero of Ages (Mistborn, #3);Brandon Sanderson;4,52;388,435;26,608
439;The Octunnumi Fosbit Files Prologue;Trevor Alan Foris;4,05;9,780;496
440;Cities in Flight (Cities in Flight, #1-4);James Blish;3,93;6,318;213
441;The Green Hills of Earth;Robert A. Heinlein;3,86;8,398;207
442;The Well of Ascension (Mistborn, #2);Brandon Sanderson;4,38;424,762;25,642
443;Storm Front (The Dresden Files, #1);Jim Butcher;3,98;342,590;19,793
444;The Reality Dysfunction 1: Emergence (Night's Dawn 1);Peter F. Hamilton;4,26;6,873;128
445;Dune Messiah (Dune, #2);Frank Herbert;3,89;252,094;12,564
446;I Am Number Four (Lorien Legacies, #1);Pittacus Lore;3,94;337,470;16,753
447;Pattern Recognition (Blue Ant, #1);William Gibson;3,87;50,047;2,386
448;Freedom's Landing (Catteni, #1);Anne McCaffrey;3,97;11,387;386
449;Berserker (Berserker, #1);Fred Saberhagen;3,86;7,515;159
450;The Dancers at the End of Time (Eternal Champion, #10);Michael Moorcock;3,99;3,935;136
451;Dies the Fire (Emberverse, #1);S.M. Stirling;3,93;16,564;1,585
452;Virtual Light (Bridge, #1);William Gibson;3,87;25,004;679
453;Martian Time-Slip;Philip K. Dick;3,77;12,608;762
454;The Amber Spyglass (His Dark Materials, #3);Philip Pullman;4,10;351,419;13,069
455;Magician: Apprentice (The Riftwar Saga, #1);Raymond E. Feist;4,17;93,242;2,369
456;Under the Never Sky (Under the Never Sky, #1);Veronica Rossi;3,99;113,771;9,047
457;Shadow and Bone (The Shadow and Bone Trilogy, #1);Leigh Bardugo;3,94;903,122;80,609
458;Transference;B.T. Keaton;4,20;410;167
459;Blackout (All Clear, #1);Connie Willis;3,85;25,211;3,485
460;I Will Fear No Evil;Robert A. Heinlein;3,67;11,794;485
461;The City & the City;China Miéville;3,90;66,917;6,989
462;Allegiant (Divergent, #3);Veronica Roth;3,61;1,015,215;70,107
463;Absolution Gap (Revelation Space, #3);Alastair Reynolds;4,02;22,175;778
464;All Clear (All Clear, #2);Connie Willis;4,07;20,116;2,421
465;Farmer in the Sky;Robert A. Heinlein;3,77;9,548;375
466;Timescape;Gregory Benford;3,73;10,883;426
467;The Great Hunt (The Wheel of Time, #2);Robert Jordan;4,26;301,894;9,533
468;"Starshine (Aurora Rising #1; Aurora Rhapsody #1)";G.S. Jennsen;3,92;3,396;376
469;Rainbows End;Vernor Vinge;3,77;17,941;1,036
470;The Minority Report;Philip K. Dick;3,84;21,943;1,088
471;The Dark Forest (Remembrance of Earth’s Past, #2);Liu Cixin;4,42;125,199;10,258
472;Brisingr (The Inheritance Cycle, #3);Christopher Paolini;4,08;357,915;10,241
473;The Blue Sword (Damar, #1);Robin McKinley;4,21;60,162;3,249
474;Shift (Silo, #2);Hugh Howey;4,13;91,288;5,460
475;Steppenwolf;Hermann Hesse;4,13;176,293;7,504
476;Annihilation (Southern Reach, #1);Jeff VanderMeer;3,76;215,857;23,764
477;The Cheat Code (Wisdom Revolution, #3);Misba;4,68;1,446;394
478;The Midwich Cuckoos;John Wyndham;3,91;24,490;1,735
479;Stitch (Stitch Trilogy, #1);Samantha Durante;3,69;1,284;320
480;The Golden Apples of the Sun;Ray Bradbury;4,06;9,306;554
481;Relics (The Thulukan Chronicles, #1);Maer Wilson;4,27;209;39
482;Broken Angels (Takeshi Kovacs, #2);Richard K. Morgan;3,93;35,789;1,699
483;The Selection (The Selection, #1);Kiera Cass;4,09;1,459,220;74,680
484;The Sheep Look Up;John Brunner;3,91;5,080;513
485;Leviathan (Leviathan, #1);Scott Westerfeld;3,91;91,430;7,289
486;The Dragonbone Chair (Memory, Sorrow, and Thorn, #1);Tad Williams;3,96;69,505;2,667
487;11/22/63;Stephen King;4,33;516,121;45,749
488;Artemis Fowl (Artemis Fowl, #1);Eoin Colfer;3,86;540,356;13,440
489;The State of the Art (Culture, #4);Iain M. Banks;3,83;16,823;733
490;Dr. Jekyll and Mr. Hyde;Robert Louis Stevenson;3,83;542,457;20,892
491;Child of Another Kind;Steven Decker;4,32;2,334;45
492;House of Suns;Alastair Reynolds;4,23;26,729;1,599
493;From the Earth to the Moon;Jules Verne;3,76;31,330;1,506
494;Dying Inside;Robert Silverberg;3,82;6,460;572
495;The Naked God (Night's Dawn, #3);Peter F. Hamilton;4,22;19,172;498
496;The Waste Lands (The Dark Tower, #3);Stephen King;4,25;214,937;7,249
497;To Ride Pegasus (The Talent, #1);Anne McCaffrey;4,03;10,141;240
498;Wool (Wool, #1);Hugh Howey;4,12;88,912;5,084
499;Dorsai! (Childe Cycle, #1);Gordon R. Dickson;4,03;10,423;196
500;Mission of Gravity;Hal Clement;3,91;7,104;242
501;The Fabulous Riverboat (Riverworld #2);Philip José Farmer;3,87;10,294;301
502;The Odyssey;Homer;3,80;1,036,586;17,745
503;Number 13 (Lightmasters, #1);M.G. Wells;4,12;257;82
504;Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1);Robert C. O'Brien;4,16;175,949;4,456
505;Parable of the Talents (Earthseed, #2);Octavia E. Butler;4,31;53,932;5,033
506;Legend (Legend, #1);Marie Lu;4,16;513,778;36,389
507;The Space Merchants (The Space Merchants, #1);Frederik Pohl;3,84;10,282;680
508;Protector (Known Space);Larry Niven;4,06;10,270;289
509;Nova;Samuel R. Delany;3,81;7,917;593
510;School's Out—Forever (Maximum Ride, #2);James Patterson;4,14;119,481;3,478
511;The Tripods Trilogy (The Tripods, #1-3);John Christopher;4,20;2,893;149
512;Shatter Me (Shatter Me, #1);Tahereh Mafi;3,88;747,305;74,397
513;Permutation City;Greg Egan;4,07;9,977;741
514;The Family Tree;Sheri S. Tepper;4,02;3,036;224
515;The Girl with All the Gifts (The Girl with All the Gifts, #1);M.R. Carey;3,95;221,264;22,457
516;The Gap Into Madness: Chaos and Order (Gap, #4);Stephen R. Donaldson;4,16;5,760;125
517;The Gap Into Vision: Forbidden Knowledge (Gap, #2);Stephen R. Donaldson;3,99;6,239;195
518;The Gap Into Power: A Dark and Hungry God Arises (Gap, #3);Stephen R. Donaldson;4,09;6,678;165
519;Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3);Douglas Adams;4,18;227,152;4,774
520;Crystal Singer (Crystal Singer, #1);Anne McCaffrey;4,13;20,642;599
521;Falling Free (Vorkosigan Saga, #4);Lois McMaster Bujold;3,84;20,994;988
522;Glory Road;Robert A. Heinlein;3,78;13,497;685
523;Callahan's Crosstime Saloon (Callahan's, #1);Spider Robinson;4,17;10,364;380
524;The Star Diaries: Further Reminiscences of Ijon Tichy;Stanisław Lem;4,25;8,523;458
525;The Silver Chair (Chronicles of Narnia, #4);C.S. Lewis;3,95;286,925;8,017
526;Nemesis;Isaac Asimov;3,80;17,371;668
527;Redemption Ark (Revelation Space, #2);Alastair Reynolds;4,15;28,760;863
528;The Blade Itself (The First Law, #1);Joe Abercrombie;4,20;228,977;14,147
529;Furies of Calderon (Codex Alera, #1);Jim Butcher;4,13;105,845;4,691
530;Extras (Uglies, #4);Scott Westerfeld;3,60;116,680;5,784
531;The Middle Kingdom (Chung Kuo, #1);David Wingrove;3,87;1,567;78
532;The Integral Trees / The Smoke Ring;Larry Niven;3,71;3,494;73
533;Metro 2033 (Metro, #1);Dmitry Glukhovsky;4,01;59,467;4,012
534;Hominids (Neanderthal Parallax, #1);Robert J. Sawyer;3,79;12,670;834
535;The Meat Market (Jonathan Harkon Adventures #1);James Chalk;3,69;473;103
536;Fallen (Fallen, #1);Lauren Kate;3,72;572,285;21,606
537;"Mort (Discworld, #4; Death, #1)";Terry Pratchett;4,24;236,831;7,568
538;Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5);Douglas Adams;3,96;126,488;3,380
539;Cryonic;Travis Bradberry;3,20;649;118
540;Robopocalypse (Robopocalypse, #1);Daniel H. Wilson;3,70;39,011;4,439
541;This Perfect Day;Ira Levin;4,00;9,422;890
542;The High Auction (Wisdom Revolution, #1);Misba;4,60;6,161;914
543;Sky City: The Rise of an Orphan (Sky City: The Rise of an Orphan, #1-6);R.D. Hale;4,11;188;57
544;Horn-Horn (Horn-Horn, #1);A.D.T. McLellan;4,53;114;56
545;Thirteen;Richard K. Morgan;3,90;12,014;658
546;The Beast of Cretacea;Todd Strasser;4,14;533;94
547;Alien;Alan Dean Foster;4,09;20,220;739
548;Maya's Magical Adventures;Malcolm McCoard;4,58;234;38
549;Across the Universe (Across the Universe, #1);Beth Revis;3,77;117,483;10,528
550;The IX  (The IX #1);Andrew P. Weston;3,43;472;76
551;Cress (The Lunar Chronicles, #3);Marissa Meyer;4,41;354,492;32,516
552;Worm Holes (Quantum Roots, #2);Kyle Keyes;4,33;2,191;43
553;Calculating God;Robert J. Sawyer;3,85;9,453;891
554;In the Garden of Iden (The Company, #1);Kage Baker;3,77;5,524;572
555;Time Chain;Steven Decker;4,09;1,525;72
556;The Oldest Dance (Wisdom Revolution, #2);Misba;4,59;5,729;847
557;The Dreaming Void (Void, #1);Peter F. Hamilton;4,18;27,478;1,014
558;Fallen Dragon;Peter F. Hamilton;4,08;14,128;454
559;The Worthing Saga (Worthing, #1-3);Orson Scott Card;3,86;8,868;350
560;The Way of Shadows (Night Angel, #1);Brent Weeks;4,15;164,766;5,828
561;Inherit the Stars (Giants, #1);James P. Hogan;4,07;4,920;462
562;The Honor of the Queen (Honor Harrington, #2);David Weber;4,22;28,151;803
563;IA: Initiate (IA, #1);John Darryl Winston;4,01;733;327
564;Wild Magic (Immortals, #1);Tamora Pierce;4,31;78,734;2,458
565;The Drowned World;J.G. Ballard;3,48;17,603;1,405
566;2061: Odyssey Three;Arthur C. Clarke;3,60;30,431;915
567;Scarlet (The Lunar Chronicles, #2);Marissa Meyer;4,25;403,457;37,589
568;The Claw of the Conciliator;Gene Wolfe;3,99;13,754;710
569;"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)";Terry Pratchett;4,28;108,641;5,349
570;The Masterharper of Pern (Pern, #14);Anne McCaffrey;4,25;24,412;405
571;Illuminae (The Illuminae Files, #1);Amie Kaufman;4,25;148,453;29,523
572;A Psalm for the Wild-Built (Monk & Robot, #1);Becky  Chambers;4,29;79,706;14,202
573;"Fargoer (The Fargoer Chronicles, #1; The Fargoer Short Stories, #1-8)";Petteri Hannila;3,78;205;44
574;When Gravity Fails (Marîd Audran, #1);George Alec Effinger;3,90;7,466;569
575;The Garden of Rama (Rama, #3);Arthur C. Clarke;3,79;24,752;464
576;Delirium (Delirium, #1);Lauren Oliver;3,95;460,465;28,300
577;Gathering Blue (The Giver, #2);Lois Lowry;3,82;185,885;12,843
578;It Lives in The Basement;Sahara Foley;3,58;457;107
579;The Prefect (Prefect Dreyfus Emergency, #1);Alastair Reynolds;4,16;18,832;815
580;The Quantum Thief (Jean le Flambeur, #1);Hannu Rajaniemi;3,83;21,796;2,149
581;R is for Rocket;Ray Bradbury;4,12;5,534;170
582;Magic's Pawn (The Last Herald-Mage, #1);Mercedes Lackey;4,21;26,348;1,063
583;The Rise of Nine (Lorien Legacies, #3);Pittacus Lore;4,17;105,816;4,901
584;Chasing the Red Queen;Karen Glista;4,19;934;79
585;Stars in My Pocket Like Grains of Sand;Samuel R. Delany;3,83;2,849;309
586;Breaking Dawn (The Twilight Saga, #4);Stephenie Meyer;3,73;1,638,055;52,317
587;Vampire Academy (Vampire Academy, #1);Richelle Mead;4,11;632,960;25,839
588;Lock In (Lock In, #1);John Scalzi;3,91;64,579;6,545
589;Look to Windward (Culture, #7);Iain M. Banks;4,21;26,262;854
590;Saving the World and Other Extreme Sports (Maximum Ride, #3);James Patterson;4,14;92,864;2,811
591;"Sourcery (Discworld, #5; Rincewind, #3)";Terry Pratchett;3,91;96,020;3,005
592;Infinity Welcomes Careful Drivers (Red Dwarf, #1);Grant Naylor;4,07;27,273;627
593;Soldier, Ask Not (Childe Cycle, #3);Gordon R. Dickson;3,94;2,702;80
594;Shade's Children;Garth Nix;3,90;12,895;625
595;The Jesus Incident (The Pandora Sequence, #1);Frank Herbert;3,73;5,460;195
596;City of Glass (The Mortal Instruments, #3);Cassandra Clare;4,28;938,248;33,605
597;Inkspell (Inkworld, #2);Cornelia Funke;3,94;123,961;4,565
598;Slan (Slan, #1);A.E. van Vogt;3,69;5,178;434
599;Throne of Glass (Throne of Glass, #1);Sarah J. Maas;4,19;1,152,072;78,577
600;Paladin of Souls (World of the Five Gods, #2);Lois McMaster Bujold;4,18;24,521;1,518
601;The Adoration of Jenna Fox (Jenna Fox Chronicles, #1);Mary E. Pearson;3,69;51,310;4,994
602;Great North Road;Peter F. Hamilton;4,07;16,949;1,302
603;Blood Borne (Cathedral Chronicles, #1);Elizabeth Wixley;4,45;148;42
604;The Titan's Curse (Percy Jackson and the Olympians, #3);Rick Riordan;4,36;966,668;33,374
605;The Silver Sphere;Michael Dadich;4,12;178;47
606;"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)";R.A. Salvatore;4,26;86,442;3,154
607;Brightness Reef (Uplift Storm Trilogy, #1);David Brin;3,91;10,383;213
608;Too Like the Lightning (Terra Ignota, #1);Ada Palmer;3,81;13,124;2,332
609;The Tar-Aiym Krang (Pip & Flinx, #1);Alan Dean Foster;4,03;5,318;177
610;Fledgling;Octavia E. Butler;3,84;30,319;4,357
611;Interview with the Vampire (The Vampire Chronicles, #1);Anne Rice;4,02;567,816;14,829
612;Congo;Michael Crichton;3,62;168,895;2,706
613;Bitterblue (Graceling Realm, #3);Kristin Cashore;4,00;115,750;9,110
614;Angels & Demons (Robert Langdon, #1);Dan Brown;3,93;3,113,289;33,111
615;Against the Fall of Night;Arthur C. Clarke;3,97;4,557;212
616;"The Light Fantastic (Discworld, #2; Rincewind, #2)";Terry Pratchett;4,00;146,630;4,981
617;Next;Michael Crichton;3,53;71,973;3,566
618;Raising the Stones (Arbai, #2);Sheri S. Tepper;4,06;2,612;124
619;Vicious (Villains, #1);V.E. Schwab;4,22;215,616;33,451
620;High Couch of Silistra (Silistra, #1);Janet E. Morris;3,56;424;62
621;Recursion;Blake Crouch;4,16;212,086;26,187
622;Monsters of Men (Chaos Walking, #3);Patrick Ness;4,22;84,061;7,882
623;Death's End (Remembrance of Earth’s Past, #3);Liu Cixin;4,43;96,715;8,944
624;Daemon (Daemon, #1);Daniel Suarez;4,16;44,986;3,347
625;Seveneves;Neal Stephenson;4,00;112,375;11,769
626;Matter (Culture, #8);Iain M. Banks;4,09;27,058;1,125
627;The Ask and the Answer (Chaos Walking, #2);Patrick Ness;4,19;94,010;8,219
628;Abhorsen (Abhorsen, #3);Garth Nix;4,23;121,924;2,898
629;Primary Inversion (Saga of the Skolian Empire, #1);Catherine Asaro;3,74;4,104;265
630;Binti (Binti, #1);Nnedi Okorafor;3,88;69,404;9,885
631;The Rolling Stones;Robert A. Heinlein;3,88;7,145;350
632;Magic Study (Study, #2);Maria V. Snyder;4,04;77,937;5,234
633;Dragon's Egg (Cheela, #1);Robert L. Forward;4,13;8,472;601
634;Clans of the Alphane Moon;Philip K. Dick;3,74;5,686;398
635;Sunshine;Robin McKinley;3,84;41,927;4,857
636;Princess Academy (Princess Academy, #1);Shannon Hale;4,03;114,775;9,201
637;Redshirts;John Scalzi;3,86;103,135;11,379
638;Hammer's Slammers;David Drake;3,98;6,191;69
639;Clockwork Princess (The Infernal Devices, #3);Cassandra Clare;4,56;431,067;38,528
640;Young Miles (Vorkosigan Omnibus, #2);Lois McMaster Bujold;4,39;6,090;296
641;Fire (Graceling Realm, #2);Kristin Cashore;4,10;182,220;11,843
642;Eclipse (The Twilight Saga, #3);Stephenie Meyer;3,72;1,737,810;43,556
643;Babel-17;Samuel R. Delany;3,73;16,904;1,405
644;Alanna: The First Adventure (Song of the Lioness, #1);Tamora Pierce;4,27;127,970;5,893
645;Feersum Endjinn;Iain M. Banks;3,84;10,700;431
646;Norstrilia;Cordwainer Smith;4,02;2,565;177
647;All Systems Red (The Murderbot Diaries, #1);Martha Wells;4,16;195,017;22,491
648;Space Cadet;Robert A. Heinlein;3,84;8,732;336
649;Eldest (The Inheritance Cycle, #2);Christopher Paolini;4,02;424,639;11,121
650;The Witches of Karres (The Witches of Karres, #1);James H. Schmitz;4,16;2,712;193
651;Time for the Stars;Robert A. Heinlein;3,98;9,023;418
652;God Emperor of Dune (Dune, #4);Frank Herbert;3,87;102,316;4,120
653;The Female Man;Joanna Russ;3,47;7,342;936
654;The Magicians (The Magicians, #1);Lev Grossman;3,53;258,260;24,507
655;Grimspace (Sirantha Jax, #1);Ann Aguirre;3,74;15,658;1,629
656;His Master's Voice;Stanisław Lem;4,09;4,609;425
657;The Star Beast;Robert A. Heinlein;3,80;7,446;328
658;This Alien Shore (Alien Shores #1);C.S. Friedman;4,05;3,878;285
659;The Fuzzy Papers (Fuzzy Sapiens, #1-2);H. Beam Piper;4,22;1,139;33
660;The Orb of Truth (The Horn King, #1);Brae Wyckoff;3,73;304;77
661;Lirael (Abhorsen, #2);Garth Nix;4,28;116,691;3,700
662;Boneshaker (The Clockwork Century, #1);Cherie Priest;3,52;33,265;4,163
663;River of Blue Fire (Otherland, #2);Tad Williams;4,03;15,947;339
664;Fire Study (Study, #3);Maria V. Snyder;3,92;61,112;4,177
665;Get Rich or Get Lucky;Max Nowaz;4,26;11,920;54
666;The Persistence of Vision;John Varley;4,14;2,151;130
667;Daja's Book (Circle of Magic, #3);Tamora Pierce;4,12;29,630;529
668;Dinotopia: A Land Apart from Time;James Gurney;4,27;12,222;498
669;Robots and Empire (Robot, #4);Isaac Asimov;4,21;31,886;1,040
670;Exit Strategy (The Murderbot Diaries, #4);Martha Wells;4,39;82,538;6,890
671;The Thought Readers (Mind Dimensions, #1);Dima Zales;3,80;3,603;320
672;The Golden Age (Golden Age, #1);John C. Wright;4,07;3,253;217
673;Werewolf Nights;Mari Hamill;3,93;218;86
674;All the Weyrs of Pern (Pern, #11);Anne McCaffrey;4,21;25,476;436
675;The Fionavar Tapestry (The Fionavar Tapestry, #1-3);Guy Gavriel Kay;4,23;7,410;284
676;Children of Dune (Dune, #3);Frank Herbert;3,96;170,862;6,570
677;Pathfinder (Pathfinder, #1);Orson Scott Card;4,00;23,520;2,393
678;Surface Detail (Culture, #9);Iain M. Banks;4,25;27,330;1,189
679;The Shining (The Shining, #1);Stephen King;4,26;1,419,601;35,923
680;Starman Jones;Robert A. Heinlein;3,87;8,426;359
681;Tales Of Pirx The Pilot;Stanisław Lem;4,10;5,863;220
682;The Last Colony (Old Man's War, #3);John Scalzi;4,09;62,115;2,794
683;Inferno (Inferno, #1);Larry Niven;3,83;5,884;391
684;Wildwood Dancing (Wildwood, #1);Juliet Marillier;4,10;29,585;2,869
685;Rama II (Rama, #2);Arthur C. Clarke;3,70;26,286;861
686;The Number of the Beast (The World As Myth #2);Robert A. Heinlein;3,62;12,588;494
687;Seventh Son (Tales of Alvin Maker, #1);Orson Scott Card;3,87;35,469;1,621
688;Trickster's Choice (Daughter of the Lioness, #1);Tamora Pierce;4,26;65,202;1,621
689;Obsidian (Lux, #1);Jennifer L. Armentrout;4,14;276,543;20,435
690;Schismatrix Plus;Bruce Sterling;3,93;4,763;230
691;The Magicians' Guild (Black Magician Trilogy, #1);Trudi Canavan;3,95;82,320;3,307
692;Between Planets;Robert A. Heinlein;3,86;5,488;247
693;Red Queen (Red Queen, #1);Victoria Aveyard;4,01;938,314;64,665
694;Clockwork Prince (The Infernal Devices, #2);Cassandra Clare;4,43;538,047;30,276
695;Angelfall (Penryn & the End of Days, #1);Susan Ee;4,11;188,441;17,308
696;The Sacred Band;Janet E. Morris;4,47;309;57
697;A Wild Sheep Chase (The Rat, #3);Haruki Murakami;3,94;120,065;6,979
698;The Collected Stories of Philip K. Dick 4: The Minority Report;Philip K. Dick;4,18;9,735;303
699;Leo Gray and the Lunar Eclipse;K.J. Kruk;4,29;222;143
700;Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1);Margaret Weis;4,01;115,276;2,826
701;A Thousand Pieces of You (Firebird, #1);Claudia Gray;3,90;57,254;7,991
702;The Farthest Shore (Earthsea Cycle, #3);Ursula K. Le Guin;4,12;109,725;3,462
703;The Black Witch (The Black Witch Chronicles, #1);Laurie Forest;4,10;30,632;4,009
704;Ana Rocha: Shadows of Justice;Ammar Habib;4,23;5,490;639
705;Player Piano;Kurt Vonnegut Jr.;3,89;54,561;2,633
706;Shadow's Edge (Night Angel, #2);Brent Weeks;4,25;101,231;2,296
707;Predators of Eden (Horizon Alpha, #1);D.W. Vogel;4,16;702;78
708;I Am Morgan le Fay;Nancy Springer;3,80;3,447;199
709;The Robot Novels: The Caves of Steel / The Naked Sun / The Robots of Dawn (Robot, #1-3);Isaac Asimov;4,42;2,891;73
710;A Lost Kitten (Sea-anan Saga, #1);Jessica A.  Kong;4,10;128;32
711;The Human Division (Old Man's War, #5);John Scalzi;4,08;32,838;1,774
712;Winter of Fire;Sherryl Jordan;4,31;2,545;239
713;Borders of Infinity (Vorkosigan Saga [Publication] #5.1-5.3);Lois McMaster Bujold;4,25;10,537;479
714;We Are Legion (We Are Bob) (Bobiverse, #1);Dennis E. Taylor;4,28;86,241;6,795
715;Emperor Mage (Immortals, #3);Tamora Pierce;4,28;62,770;1,096
716;Waldo and Magic, Inc;Robert A. Heinlein;3,88;8,416;153
717;Artemis;Andy Weir;3,69;254,564;26,249
