;0;1;2;3;4
369;Solaris;Stanisław Lem;3,99;100,695;6,346
370;Enchanting the Elven Mage (Kingdom of Lore, #1);Alisha Klapheke;3,71;2,146;276
371;The Road to Roswell;Connie Willis;3,81;2,545;669
372;Grease Monkey;Tim Eldred;3,98;245;40
373;Califia's Daughters;Leigh Richards;3,90;864;121
374;Overclocked: Stories of the Future Present;Cory Doctorow;3,76;2,188;212
375;The Girl Who Was Plugged In/Screwtop;James Tiptree Jr.;3,89;318;37
376;Worlds (Worlds, #1);Joe Haldeman;3,55;1,283;106
377;Firebird (Firebird, #1);Kathy Tyers;4,19;1,087;111
378;Invitation to the Game;Monica Hughes;3,79;5,531;385
379;K-PAX II. On a Beam of Light;Gene Brewer;3,76;1,172;52
380;Gil's All Fright Diner;A. Lee Martinez;3,86;13,086;1,144
381;Zima Blue and Other Stories;Alastair Reynolds;4,05;4,258;218
382;The Voices Of Time and other stories;J.G. Ballard;3,89;405;38
383;The Golden Torc;Julian  May;4,14;7,120;174
384;Madwand;Roger Zelazny;3,75;1,764;44
385;Ingathering: The Complete People Stories;Zenna Henderson;4,48;836;110
386;Ark (Flood, #2);Stephen Baxter;3,87;3,835;317
387;The Evil Experiment (Star Wars: Jedi Apprentice, #12);Jude Watson;3,84;1,874;56
388;The Morgaine Saga (Morgaine & Vanye, #1-3);C.J. Cherryh;4,10;1,783;72
389;Karma Girl (Bigtime, #1);Jennifer Estep;3,68;3,591;463
390;Zero Hour (NUMA Files, #11);Clive Cussler;4,07;6,673;380
391;The Mongoliad: Book Two (Foreworld, #2);Neal Stephenson;3,69;4,830;229
392;Empire (In Her Name: Redemption, #1);Michael R. Hicks;4,08;5,164;340
393;Caged Heat (Black Meadow Pack, #2);Milly Taiden;4,16;1,344;108
394;In Great Waters;Kit Whitfield;3,62;714;95
395;The Holy Machine;Chris Beckett;3,57;875;98
396;The Prince in Waiting;John Christopher;3,88;971;73
397;One Second After (After, #1);William R. Forstchen;3,96;61,488;7,639
398;The Magic of Recluce (The Saga of Recluce, #1);L.E. Modesitt Jr.;3,86;24,244;781
399;The Hound of the Baskervilles (Sherlock Holmes, #5);Arthur Conan Doyle;4,13;330,661;11,573
400;Ruthless (Dragons MC, #1);Vanessa Waltz;3,45;676;87
401;Ascension (Tangled Axon, #1);Jacqueline Koyanagi;3,59;1,639;334
402;Prime Suspects: A Clone Detective Mystery;Jim Bernheimer;3,96;246;33
403;Quicker (Ell Donsaii, #1);Laurence E. Dahners;4,29;2,768;108
404;The House of Grey - Volume 1;Collin Earl;3,60;482;59
405;The Student Prince (The Student Prince, #1);FayJay;4,27;4,740;634
406;The Colors of Space;Marion Zimmer Bradley;3,70;1,368;123
407;The Winner's Curse (The Winner's Trilogy, #1);Marie Rutkoski;3,95;107,400;13,602
408;Onyx (Lux, #2);Jennifer L. Armentrout;4,24;177,862;11,574
409;City of Heavenly Fire (The Mortal Instruments, #6);Cassandra Clare;4,40;370,538;27,577
410;King of Sword and Sky (Tairen Soul, #3);C.L. Wilson;4,28;11,411;510
411;Corações de neve (Dragões de Éter, #2);Raphael Dracon;4,13;809;33
412;Rise of the Fallen (Wars of the Realm, #2);Chuck Black;4,37;910;120
413;Changes (The Dresden Files, #12);Jim Butcher;4,50;112,973;4,846
414;The Valiant (The Valiant, #1);Lesley Livingston;3,83;10,218;1,612
415;Alliance (Linesman, #2);S.K. Dunstall;4,14;1,863;143
416;Cast in Fury (Chronicles of Elantra, #4);Michelle Sagara;4,20;8,563;248
417;Herland (The Herland Trilogy, #2);Charlotte Perkins Gilman;3,48;20,733;2,267
418;Die Muschelmagier (Wellenläufer-Trilogie, #2);Kai Meyer;3,95;1,934;57
419;The Squares of the City;John Brunner;3,41;637;55
420;Echopraxia (Firefall, #2);Peter Watts;3,84;9,652;882
421;Dark Matter: A Century of Speculative Fiction from the African Diaspora;Sheree Renée Thomas;4,16;1,354;131
422;Strange Trouble (Rune Alexander #3);Laken Cane;4,04;1,261;77
423;The Darkest Whisper (Lords of the Underworld, #4);Gena Showalter;4,30;43,822;1,261
424;The Carnivorous Carnival (A Series of Unfortunate Events, #9);Lemony Snicket;4,00;126,318;3,196
425;Apprentice Needed (Wizard for Hire, #2);Obert Skye;4,19;1,227;134
426;The Ninth Rain (The Winnowing Flame Trilogy, #1);Jen Williams;4,11;6,439;1,134
427;A Trick of Light (Stan Lee’s Alliances, #1);Stan Lee;3,72;3,107;414
428;Dragon Precinct (Precinct, #1);Keith R.A. DeCandido;3,58;385;69
429;There and Never, Ever Back Again: Diary of a Dark Lord;Jeff Mach;3,81;284;63
430;Moving the Mountain;Charlotte Perkins Gilman;3,19;315;65
431;The Empress of Salt and Fortune (The Singing Hills Cycle, #1);Nghi Vo;3,98;30,640;5,476
432;How Long 'til Black Future Month?;N.K. Jemisin;4,28;15,906;2,908
433;Valiant (New Species, #3);Laurann Dohner;4,30;22,990;1,106
434;Anatomy: A Love Story (The Anatomy Duology, #1);Dana Schwartz;3,83;59,089;8,940
435;Thrawn: Treason (Star Wars: Thrawn, #3);Timothy Zahn;4,28;19,403;1,408
436;Magic Dark, Magic Divine (Warrior of the Divine Sword, #1);A.J. Locke;4,15;163;77
437;Noor;Nnedi Okorafor;3,84;6,277;1,069
438;Something Blue;Kristy Nicolle;3,96;742;92
439;The Edge of Sleep;Jake Emanuel;3,59;555;241
440;Moonshine (Cal Leandros, #2);Rob Thurman;3,99;6,752;275
441;Other Days, Other Eyes;Bob Shaw;3,81;351;47
442;Turnabout;Margaret Peterson Haddix;3,74;6,982;499
443;The Deluge Drivers (Icerigger, #3);Alan Dean Foster;3,84;962;31
444;The Dangerous Rescue (Star Wars: Jedi Apprentice, #13);Jude Watson;3,82;1,807;56
445;Shotgun Sorceress (Jessie Shimmer, #2);Lucy A. Snyder;3,73;670;43
446;Promise Cove (Pelican Pointe, #1);Vickie McKeehan;4,13;3,046;342
447;Finders Keepers: Raw and Uncensored Edition;Russ Colchamiro;3,65;115;54
448;Thousandth Night / Minla's Flowers;Alastair Reynolds;4,11;746;59
449;Osama;Lavie Tidhar;3,47;1,129;192
450;Arcadian Genesis (Alex Hunter, #0.5);Greig Beck;4,09;1,016;65
451;The Mongoliad: Book One (Foreworld, #1);Neal Stephenson;3,53;9,354;772
452;Sharp Change (Black Meadow Pack, #1);Milly Taiden;3,91;2,201;171
453;The Talisman (Volume 1): The Road of Trials;Stephen King;4,34;13,189;71
454;The Lifecycle of Software Objects;Ted Chiang;3,92;6,309;733
455;Dragon Killer (Reckoning of Dragons #1);Rob  May;3,71;164;39
456;The Red Knight (The Traitor Son Cycle, #1);Miles  Cameron;4,10;17,104;1,253
457;In the Ocean of Night (Galactic Center, #1);Gregory Benford;3,64;3,507;189
458;The Dark Is Rising (The Dark is Rising, #2);Susan Cooper;4,06;54,866;2,840
459;Inferno (SKALS, #4);Adriana Noir;3,99;977;98
460;Premonitions (Arcane Underworld, #1);Jamie Schultz;3,26;228;61
461;The Dirty Streets of Heaven (Bobby Dollar, #1);Tad Williams;3,74;9,103;1,059
462;Blood Oranges (Siobhan Quinn, #1);Kathleen Tierney;3,23;1,213;202
463;To Ride a Rathorn (Kencyrath, #4);P.C. Hodgell;4,34;794;37
464;Jitterbug Perfume;Tom Robbins;4,23;75,339;4,075
465;Caverns of Socrates;Dennis L. McKiernan;3,83;724;36
466;Sovereign Hope (Hope, #1);Frankie Rose;3,72;1,029;160
467;The Lunatic Cafe (Anita Blake, Vampire Hunter, #4);Laurell K. Hamilton;4,13;77,868;1,536
468;Prey (Infected, #1);Andrea Speed;3,97;1,974;324
469;Wise Children;Angela Carter;3,91;8,713;764
470;Chaos Walking: A Trilogy (Chaos Walking #1-3);Patrick Ness;4,46;4,599;311
471;The Magicians of Caprona (Chrestomanci, #4);Diana Wynne Jones;3,93;12,527;569
472;Opal (Lux, #3);Jennifer L. Armentrout;4,25;148,607;10,293
473;City of the Dead (The Rising #2);Brian Keene;3,89;6,143;341
474;The Capture (Guardians of Ga'Hoole, #1);Kathryn Lasky;3,92;28,007;1,772
475;Lady of Light and Shadows (Tairen Soul, #2);C.L. Wilson;4,27;14,194;781
476;Terminal Mind;David  Walton;3,60;222;43
477;Sector Eight (Perimeter Defense #1);Michael Atamanov;4,11;1,968;73
478;Círculos de chuva (Dragões de Éter, #3);Raphael Draccon;4,12;682;34
479;The Hundred Secret Senses;Amy Tan;4,00;44,163;2,010
480;Lord of the Shadows (Second Sons, #3);Jennifer Fallon;4,26;2,388;79
481;The Snail on the Slope;Boris Natanovich Strugatskii;3,91;3,780;217
482;The Sad Tale of the Brothers Grossbart;Jesse Bullington;3,47;2,263;335
483;Tanglewreck;Jeanette Winterson;3,45;2,396;293
484;Space Captain Smith (Chronicles of Isambard Smith, #1);Toby Frost;3,69;1,195;139
485;Cast in Secret (Chronicles of Elantra, #3);Michelle Sagara;4,17;9,711;302
486;Die Wellenläufer (Wellenläufer-Trilogie, #1);Kai Meyer;3,96;3,036;140
487;Airman;Eoin Colfer;4,15;19,963;1,583
488;Sleeping Beauties;Stephen King;3,73;80,969;8,714
489;Paprika;Yasutaka Tsutsui;3,20;3,217;504
490;Steve Jobs;Walter Isaacson;4,16;1,209,189;21,125
491;The Iron Knight (The Iron Fey, #4);Julie Kagawa;4,18;84,343;4,888
492;Zero Echo Shadow Prime;Peter Samet;4,04;158;61
493;Forging Hephaestus (Villains' Code, #1);Drew  Hayes;4,50;5,533;411
494;Godblind (Godblind, #1);Anna Stephens;3,64;2,175;491
495;Days of Blood & Starlight (Daughter of Smoke & Bone, #2);Laini Taylor;4,14;160,716;15,378
496;In the Mothers' Land;Élisabeth Vonarburg;4,13;423;48
497;Serpent & Dove (Serpent & Dove, #1);Shelby Mahurin;4,00;271,318;33,296
498;Raven's Strike (Raven, #2);Patricia Briggs;4,11;6,779;300
499;Darkness: A Novel;John Saul;3,95;21,064;221
500;The Marrow Thieves;Cherie Dimaline;4,00;31,934;4,316
501;The Breath Between Waves;Charlotte Anne Hamilton;3,74;219;97
502;Love for the Cold-Blooded, or The Part-Time Evil Minion's Guide to Accidentally Dating a Superhero;Alex Gabriel;4,16;2,082;377
503;Edge of Collapse (Edge of Collapse, #1);Kyla Stone;4,20;16,881;1,020
504;Charming;Jade Linwood;3,52;258;170
505;The Post-Birthday World;Lionel Shriver;3,56;14,383;1,999
506;Katedra;Jacek Dukaj;3,07;2,100;448
507;Madhouse (Cal Leandros, #3);Rob Thurman;4,04;5,867;201
508;Brightness Falls from the Air;James Tiptree Jr.;3,57;1,005;120
509;The Beast That Shouted Love at the Heart of the World;Harlan Ellison;4,10;2,177;114
510;Tatja Grimm's World;Vernor Vinge;3,32;898;54
511;Postsingular;Rudy Rucker;3,61;989;140
512;Dr. Adder;K.W. Jeter;3,70;602;63
513;Beyond the Reflection's Edge (Echoes from the Edge, #1);Bryan Davis;3,82;1,190;93
514;To Open The Sky;Robert Silverberg;3,59;322;36
515;Shadows;John Saul;3,94;12,031;257
516;The Blackcollar (Blackcollar, #1);Timothy Zahn;3,71;1,588;101
517;Phantom (Sword of Truth, #10);Terry Goodkind;3,99;45,540;632
518;Deathworld 1 (Deathworld, #1);Harry Harrison;3,94;8,537;497
519;Falling Kingdoms (Falling Kingdoms, #1);Morgan Rhodes;3,78;59,757;8,255
520;The Day of Reckoning (Star Wars: Jedi Apprentice, #8);Jude Watson;3,81;2,301;74
521;The Gray Prince;Jack Vance;3,68;715;50
522;The Blood Gospel (The Order of the Sanguines, #1);James Rollins;4,00;17,101;1,757
523;The Mongoliad: Book Three (Foreworld, #3);Neal Stephenson;3,86;3,737;189
524;The Wretched of Muirwood (Legends of Muirwood, #1);Jeff Wheeler;4,10;23,765;1,363
525;Evening's Empires;Paul McAuley;3,65;336;38
526;"Crystal Soldier (The Great Migration Duology, #1; Liaden Universe, #1)";Sharon Lee;4,03;2,705;128
527;Memoirs of an Invisible Man;H.F. Saint;4,10;1,815;185
528;Drifters Volume 1;Kohta Hirano;3,83;544;52
529;Artifact;Gregory Benford;3,47;1,195;77
530;Lumayo Ka Nga Sa Akin;Bob Ong;3,84;4,889;296
531;Marked  (Hostage Rescue Team, #1);Kaylea Cross;3,90;4,156;262
532;Dreamscape: Saving Alex;Kirstin Pulioff;3,85;93;64
533;The Chaos of Stars;Kiersten White;3,58;9,934;1,541
534;The Lens and the Looker;Lory S. Kaufman;3,38;529;151
535;The Emperor's Blades (Chronicle of the Unhewn Throne, #1);Brian Staveley;4,09;39,250;2,831
536;Generosity: An Enhancement;Richard Powers;3,59;2,240;396
537;Angelmaker;Nick Harkaway;3,92;10,154;1,439
538;Dahlia (Blood Crave, #1);Christina Channelle;3,59;107;33
539;Scorpion (Memory of Scorpions, #1);Aleksandr Voinov;3,87;1,164;265
540;Ashes (Ashes Trilogy, #1);Ilsa J. Bick;3,94;25,280;3,014
541;The In-Betweener (Between Life and Death #1);Ann Christy;3,96;964;151
542;Siren's Fury (Storm Siren, #2);Mary  Weber;3,73;3,776;470
543;Radiance (Riley Bloom, #1);Alyson Noel;3,55;15,863;1,492
544;Eye of the Labyrinth (Second Sons, #2);Jennifer Fallon;4,20;2,318;73
545;Succubus Dreams (Georgina Kincaid, #3);Richelle Mead;4,12;28,898;1,192
546;The Hatching;Ezekiel Boone;3,67;6,465;1,448
547;Obsidian Butterfly (Anita Blake, Vampire Hunter, #9);Laurell K. Hamilton;4,09;64,109;1,614
548;2095 (Time Warp Trio, #5);Jon Scieszka;3,84;806;68
549;Cast in Silence (Chronicles of Elantra, #5);Michelle Sagara;4,21;8,290;284
550;The Zero Blessing (The Zero Enigma, #1);Christopher G. Nuttall;4,15;1,688;100
551;The Book of the Unnamed Midwife (The Road to Nowhere, #1);Meg Elison;4,15;20,741;2,881
552;The Crow (The Books of Pellinor, #3);Alison Croggon;4,03;13,647;558
553;Brothers Majere (Dragonlance: Preludes, #3);Kevin Stein;4,09;18,466;63
554;Rule 34 (Halting State, #2);Charles Stross;3,75;7,952;694
555;Wicked Gentlemen;Ginn Hale;3,97;4,322;508
556;Heart of a Dog;Mikhail Bulgakov;4,11;56,238;3,319
557;The Tattooist of Auschwitz;Heather   Morris;4,29;855,322;53,341
558;Raincheck;Marlo Lanz;4,17;489;50
559;A Maldição da Pedra (Mirrorworld, #1);Cornelia Funke;3,75;20,716;2,367
560;A Plague of Giants (Seven Kennings, #1);Kevin Hearne;4,06;5,477;928
561;Bonds of Brass (The Bloodright Trilogy, #1);Emily Skrutskie;3,84;4,394;1,175
562;High-Opp;Frank Herbert;3,42;427;56
563;The Boy with Fire (The Ravence Trilogy, #1);Aparna Verma;3,76;1,364;571
564;Zero Hour;Ray Bradbury;3,76;332;34
565;Kiki's Delivery Service (Kiki's Delivery Service, #1);Eiko Kadono;4,15;12,669;2,148
566;Far from the Light of Heaven;Tade Thompson;3,52;4,138;818
567;An Unnatural Beanstalk (Entwined Tales, #2);Brittany Fichter;3,94;1,072;129
568;Mecha Samurai Empire;Peter Tieryas;4,08;781;176
569;A Multitude of Dreams;Mara Rutherford;3,71;620;381
570;Zita the Spacegirl (Zita the Spacegirl, #1);Ben Hatke;4,10;18,121;1,411
571;The Fortunate Fall;Raphael Carter;3,89;443;81
572;The Collected Stories of Philip K. Dick 2: We Can Remember it for You Wholesale;Philip K. Dick;4,21;9,023;269
573;The Voyage of the Star Wolf (Star Wolf, #2);David Gerrold;3,87;669;48
574;Shivering World;Kathy Tyers;3,83;319;43
575;So This Is How It Ends (Avatars, #1);Tui T. Sutherland;3,96;771;90
576;Lullaby;Chuck Palahniuk;3,74;97,256;3,450
577;Men, Martians and Machines;Eric Frank Russell;3,79;246;35
578;A Beautiful Friendship (Honorverse: Star Kingdom, #1);David Weber;4,05;4,996;379
579;Return to Mars (The Grand Tour, #7);Ben Bova;3,89;2,511;99
580;The Last Defender of Camelot;Roger Zelazny;4,04;2,110;99
581;The Bradbury Report;Steven Polansky;3,19;339;86
582;The Uncertain Path (Star Wars: Jedi Apprentice, #6);Jude Watson;3,79;2,505;93
583;Ending Evil (Evil Secrets Trilogy, #3);Vickie McKeehan;4,27;751;81
584;The Light Beyond the Storm Chronicles  (The Light Beyond the Storm Chronicles #1);A.L. Butcher;3,26;110;34
585;Bloodline (Sigma Force, #8);James Rollins;4,24;22,830;1,347
586;The System of the World (The Baroque Cycle, #3);Neal Stephenson;4,33;21,858;743
587;Wild Cards (Wild Cards, #1);George R.R. Martin;3,69;12,948;1,085
588;A Midsummer Tempest;Poul Anderson;3,54;740;76
589;ABNKKBSNPLAKo?!;Bob Ong;4,21;16,615;619
590;Broken Embrace (Embrace, #3);Dana Mason;3,73;143;48
591;Shadow of a Dark Queen (The Serpentwar Saga, #1);Raymond E. Feist;4,08;29,188;332
592;Sweep: Volume 1 (Sweep, #1-3);Cate Tiernan;4,26;7,512;461
593;Sentinel (The Sentinel Trilogy, #1);Jamie Foley;4,11;270;55
594;Machine Man;Max Barry;3,71;4,584;509
595;Claimings, Tails, and Other Alien Artifacts (Claimings, #1);Lyn Gala;3,98;4,254;643
596;Hater (Hater, #1);David Moody;3,65;10,266;940
597;Wolfling;Gordon R. Dickson;3,86;708;40
598;Merlin's Blade (The Merlin Spiral, #1);Robert Treskillard;3,83;535;129
599;Edge of Reality (Phantom Server, #1);Andrei Livadny;3,85;1,506;39
600;Lion of Senet (Second Sons, #1);Jennifer Fallon;4,04;3,560;158
601;Succubus Blues (Georgina Kincaid, #1);Richelle Mead;3,94;56,521;3,169
602;"Raising Steam (Discworld, #40; Moist von Lipwig, #3)";Terry Pratchett;4,00;39,164;2,971
603;The Outlaw Demon Wails (The Hollows, #6);Kim Harrison;4,37;56,782;1,365
604;Ghost Story (The Dresden Files, #13);Jim Butcher;4,25;96,224;4,962
605;Cast in Chaos (Chronicles of Elantra, #6);Michelle Sagara;4,26;7,758;284
606;Fists of Justice (Schooled in Magic, #12);Christopher G. Nuttall;4,23;2,281;49
607;Juniper (Doran, #2);Monica Furlong;4,19;9,615;262
608;Shadows Linger (The Chronicles of the Black Company, #2);Glen Cook;4,18;18,728;700
609;"Tanis, the Shadow Years (Dragonlance: Preludes  #6; Preludes II, #3)";Barbara Siegel;3,82;9,913;34
610;Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier;Stephen E. Ambrose;4,21;61,044;3,013
611;Blood Roses (Blackthorn, #2);Lindsay J. Pryor;3,98;2,270;171
612;The Medusa Chronicles;Stephen Baxter;3,80;2,306;238
613;Skyhunter (Skyhunter, #1);Marie Lu;4,05;18,665;3,316
614;The Big Over Easy (Nursery Crime, #1);Jasper Fforde;3,94;33,227;2,467
615;Balanced on the Blade's Edge (Dragon Blood, #1);Lindsay Buroker;3,90;8,250;687
