;0;1;2;3;4
367;A Curse of Ash and Embers (Tales of the Blackbone Witches, #1);Jo Spurrier;3,82;835;230
368;Caliban's War (Expanse, #2);James S.A. Corey;4,37;144,970;8,101
369;Freaks of the Heartland;Steve Niles;3,57;901;148
370;Scardown (Jenny Casey, #2);Elizabeth Bear;3,82;1,107;80
371;Fire Season (Honorverse: Star Kingdom, #2);David Weber;4,10;2,892;145
372;The Game-Players of Titan;Philip K. Dick;3,65;4,602;300
373;Nerilka's story & The Coelura;Anne McCaffrey;4,11;1,527;38
374;The Lions of Al-Rassan;Guy Gavriel Kay;4,30;22,233;1,689
375;MeruPuri, Vol. 2 (MeruPuri, #2);Matsuri Hino;4,24;7,977;83
376;Peacemaker (Foreigner, #15);C.J. Cherryh;4,38;1,619;127
377;"The Hot Zone (Rainshadow, #3; Ghost Hunters, #11)";Jayne Castle;4,24;5,694;408
378;Lord of the Two Lands;Judith Tarr;3,82;536;45
379;Elven Blood (Imp, #3);Debra Dunbar;4,23;4,149;165
380;The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3);Trenton Lee Stewart;4,29;40,640;1,919
381;Jerusalem's Lot;Stephen King;4,08;4,807;189
382;Ra;qntm;4,12;1,760;155
383;The Rest of the Robots (Robot, #0.2);Isaac Asimov;4,09;6,525;272
384;Bioluminescent (The Mimics #1);Auryn Hadley;4,50;810;187
385;Zombies Vs. Unicorns;Holly Black;3,71;13,308;1,972
386;A Door in the Dark;Scott Reintgen;3,89;1,253;268
387;Sing Me Forgotten;Jessica S. Olson;3,78;3,445;936
388;Halo: The Fall of Reach;Eric S. Nylund;4,25;28,701;1,533
389;The Winds Of Altair: Signed;Ben Bova;3,62;357;43
390;The Fifth Sally;Daniel Keyes;4,05;2,374;144
391;Worldwired (Jenny Casey, #3);Elizabeth Bear;3,93;1,066;68
392;The Preserving Machine;Philip K. Dick;3,91;834;37
393;Stardance (Stardance #1);Spider Robinson;3,93;1,861;96
394;Soon I Will Be Invincible;Austin Grossman;3,67;14,044;1,957
395;The People of Pern;Robin   Wood;4,29;2,212;41
396;The Chanur Saga (Chanur, #1-3);C.J. Cherryh;4,22;1,231;55
397;Fortune's Fool (Five Hundred Kingdoms, #3);Mercedes Lackey;3,85;9,274;371
398;MeruPuri, Vol. 1 (MeruPuri, #1);Matsuri Hino;4,11;16,670;224
399;The Tale of Despereaux;Kate DiCamillo;4,06;193,006;11,788
400;Tracker (Foreigner, #16);C.J. Cherryh;4,39;1,565;139
401;In the Cities of Coin and Spice (The Orphan's Tales, #2);Catherynne M. Valente;4,39;2,885;307
402;Devil's Paw (Imp, #4);Debra Dunbar;4,29;4,169;145
403;The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2);Trenton Lee Stewart;4,21;54,322;3,157
404;Princess Princess Ever After;Kay  O'Neill;4,00;19,253;3,521
405;The Positronic Man (Robot, #0.6);Isaac Asimov;4,12;6,557;268
406;StarPyre;Jade Waltz;3,56;353;58
407;Lone Women;Victor LaValle;3,74;15,386;3,097
408;The Other Side of the Sky (The Other Side of the Sky, #1);Amie Kaufman;3,89;5,489;1,140
409;The Andromeda Evolution;Daniel H. Wilson;3,70;10,634;1,304
410;Old Twentieth;Joe Haldeman;3,51;1,516;128
411;The Jennifer Morgue (Laundry Files, #2);Charles Stross;4,03;14,154;817
412;Brothers of the Snake (Warhammer 40,000);Dan Abnett;4,06;2,192;130
413;Winds of Change (Mage Winds, #2);Mercedes Lackey;4,08;15,358;170
414;Storm (Elemental, #1);Brigid Kemmerer;3,94;26,617;2,555
415;Water Sleeps (The Chronicles of the Black Company, #8);Glen Cook;4,10;7,448;184
416;Cylinder van Troffa;Janusz A. Zajdel;4,27;1,697;67
417;The Rhesus Chart (Laundry Files, #5);Charles Stross;4,19;8,867;541
418;Visitor (Foreigner, #17);C.J. Cherryh;4,48;1,460;173
419;Sparrow Hill Road (Ghost Roads, #1);Seanan McGuire;3,95;6,488;1,008
420;In the Night Garden (The Orphan's Tales, #1);Catherynne M. Valente;4,02;9,235;938
421;Imp Forsaken (Imp, #5);Debra Dunbar;4,33;3,846;144
422;The Complete Stories, Vol. 1;Isaac Asimov;4,36;7,235;285
423;Greta and the Gargoyle (Alien Abduction, #7);Honey Phillips;4,22;1,693;144
424;Among the Beasts & Briars;Ashley Poston;3,78;12,097;2,408
425;Semiosis (Semiosis Duology, #1);Sue Burke;3,91;12,046;1,692
426;Marsbound (Marsbound, #1);Joe Haldeman;3,55;2,954;266
427;Starfarers (Starfarers #1);Vonda N. McIntyre;3,57;515;81
428;Yellow Blue Tibia;Adam Roberts;3,61;1,630;238
429;The Shrinking Man;Richard Matheson;3,79;8,053;628
430;A Companion to Wolves (Iskryne World, #1);Sarah Monette;3,67;2,812;378
431;Dr. Bloodmoney;Philip K. Dick;3,69;8,722;599
432;Burden of Proof (JAG in Space, #2);John G. Hemry;4,02;956;36
433;Mugen Spiral, Vol. 01;Mizuho Kusanagi;4,08;1,332;48
434;Airframe;Michael Crichton;3,73;82,852;2,417
435;Equoid (Laundry Files, #2.9);Charles Stross;3,95;4,962;415
436;The Aeneid;Virgil;3,86;125,689;3,960
437;Master of the Five Magics (Magics, #1);Lyndon Hardy;3,81;5,355;151
438;The Witch with No Name (The Hollows, #13);Kim Harrison;4,44;24,442;2,127
439;Snake Agent (Detective Inspector Chen, #1);Liz Williams;3,72;2,359;330
440;"Angel of Chaos (Imp, #6; Imp World, #9)";Debra Dunbar;4,33;3,403;142
441;Fatherland;Robert   Harris;4,00;45,872;2,624
442;Earth Is Room Enough;Isaac Asimov;4,05;9,708;158
443;Claiming Thalia (Blood Maidens of Karthia, #1);Regine Abel;4,21;326;59
444;Harmony Black (Harmony Black, #1);Craig Schaefer;3,88;8,352;734
445;A Spell for Chameleon (Xanth, #1);Piers Anthony;3,92;45,476;1,843
446;Museum of Magic;Beth Revis;3,78;178;33
447;Live Like Legends;Kate Cornell;3,80;106;71
448;Brain Plague (Elysium Cycle, #4);Joan Slonczewski;4,14;468;56
449;Gregor and the Prophecy of Bane (Underland Chronicles, #2);Suzanne Collins;4,21;45,944;2,294
450;Titanicus;Dan Abnett;4,17;2,493;126
451;Enemy Mine;Barry B. Longyear;4,19;1,346;142
452;Queste (Septimus Heap, #4);Angie Sage;4,06;53,092;1,163
453;The Demon and the City (Detective Inspector Chen, #2);Liz Williams;3,78;971;83
454;Kingdom of Lies (Imp, #7);Debra Dunbar;4,29;2,482;96
455;Store of the Worlds: The Stories of Robert Sheckley (New York Review Books Classics);Robert Sheckley;4,20;937;113
456;The Wandering Earth;Liu Cixin;4,05;5,619;543
457;Vermilion Sands;J.G. Ballard;3,88;1,672;129
458;Scent of Magic (Healer, #2);Maria V. Snyder;4,12;23,865;1,532
459;City of Last Chances;Adrian Tchaikovsky;4,00;1,769;376
460;The Awakening (The Dragon Heart Legacy, #1);Nora Roberts;4,22;51,324;4,838
461;Redshirts;John Scalzi;3,86;103,212;11,387
462;User Unfriendly (Rasmussem Corporation, #1);Vivian Vande Velde;3,42;1,313;87
463;Dreamships;Melissa Scott;3,68;530;37
464;Chicks in Chainmail (Chicks in Chainmail, #1);Esther M. Friesner;3,79;1,767;81
465;The Founding (Gaunt's Ghosts, #1-3);Dan Abnett;4,45;4,640;157
466;Restoree;Anne McCaffrey;3,95;4,964;256
467;Local Custom (Liaden Universe, #5);Sharon Lee;4,27;2,619;139
468;Dragon's Winter;Elizabeth A. Lynn;3,50;725;72
469;The Fuller Memorandum (Laundry Files, #3);Charles Stross;4,19;11,981;596
470;Deceptions (Cainsville, #3);Kelley Armstrong;4,15;10,686;930
471;Indigo Springs (Astrid Lethewood, #1);A.M. Dellamonica;3,62;641;132
472;Exodus (Imp, #8);Debra Dunbar;4,31;1,989;92
473;Citizen in Space;Robert Sheckley;4,14;612;39
474;Bilbo's Last Song:;J.R.R. Tolkien;4,17;4,916;546
475;The Werewolf Nanny;Amanda Milo;4,10;905;169
476;The Stars Undying (Empire Without End, #1);Emery Robin;3,55;808;320
477;Divided Fire;Jennifer San Filippo;3,66;118;43
478;The Twenty-One Balloons;William Pène du Bois;3,95;24,608;1,592
479;Gods of Night (Star Trek: Destiny #1);David Mack;4,11;3,507;262
480;The Time Wanderers;Arkady Strugatsky;4,06;1,276;63
481;The Saint (Gaunt's Ghosts, #4-7);Dan Abnett;4,49;3,456;62
482;House of Many Ways (Howl's Moving Castle, #3);Diana Wynne Jones;4,06;38,633;3,270
483;The Apocalypse Codex (Laundry Files, #4);Charles Stross;4,17;10,818;545
484;Bridge to Terabithia;Katherine Paterson;4,04;529,288;15,667
485;Night Owls (Night Owls, #1);Lauren M. Roy;3,59;1,176;197
486;The Singing (The Books of Pellinor, #4);Alison Croggon;4,23;13,506;562
487;Dragon Wing (The Death Gate Cycle, #1);Margaret Weis;3,97;27,875;752
488;Pilgrimage to Earth;Robert Sheckley;4,05;719;33
489;The Legend of Sleepy Hollow;Washington Irving;3,71;71,537;5,088
490;The Awoken;Katelyn Monroe Howes;3,58;466;86
491;The Nemesis (Diabolic, #3);S.J. Kincaid;4,20;2,453;410
492;A Knight of the Seven Kingdoms (The Tales of Dunk and Egg #1-3);George R.R. Martin;4,23;84,553;5,996
493;The Insult;Rupert Thomson;3,58;1,224;85
494;Monstrocity;Jeffrey Thomas;3,94;323;43
495;Vector Prime (Star Wars: The New Jedi Order, #1);R.A. Salvatore;3,83;15,602;530
496;The Lost (Gaunt's Ghosts, #8-11);Dan Abnett;4,53;1,787;37
497;The Child Goddess;Louise Marley;3,84;204;36
498;Golden Witchbreed (Orthe #1);Mary Gentle;3,75;1,083;82
499;Jinx;Meg Cabot;3,72;26,657;1,536
500;Disclosure;Michael Crichton;3,79;71,619;1,171
501;The Iliad;Homer;3,90;433,796;10,943
502;The Undead Pool (The Hollows, #12);Kim Harrison;4,43;28,345;1,879
503;The Book of Jhereg (Vlad Taltos, #1-3);Steven Brust;4,19;4,936;266
504;The Shunned House;H.P. Lovecraft;3,53;5,414;486
505;Grave Matters (Night Owls, #2);Lauren M. Roy;3,81;486;55
506;Spy Glass (Glass, #3);Maria V. Snyder;4,00;17,335;1,169
507;The Mountain in the Sea;Ray Nayler;4,00;10,141;1,887
508;Unravel the Dusk  (The Blood of Stars, #2);Elizabeth Lim;3,76;21,947;3,615
509;Nettle & Bone;T. Kingfisher;4,17;45,890;8,033
510;Robot Dreams;Sara Varon;3,93;9,521;952
511;Ring of Fire (Ring of Fire Anthology, #1);Davd Weber;3,91;2,546;95
512;Punktown;Jeffrey Thomas;4,00;575;76
513;Dreams Underfoot;Charles de Lint;4,12;8,770;533
514;The Fresco;Sheri S. Tepper;3,94;2,032;149
515;Alice in the Country of Hearts, Vol. 2 (Alice in the Country of Hearts, #2);QuinRose;4,28;3,265;100
516;Blood and Iron (Promethean Age, #1);Elizabeth Bear;3,45;1,322;173
517;The Battle of Jericho Hill (Stephen King's The Dark Tower: Beginnings, #5);Robin Furth;4,32;5,324;195
518;"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)";R.A. Salvatore;4,31;16,196;260
519;Sea Glass (Glass, #2);Maria V. Snyder;4,00;19,696;1,018
520;Corruption of the Rose;S.J. Sanders;4,00;313;59
521;Children of Memory (Children of Time, #3);Adrian Tchaikovsky;4,07;11,602;1,275
522;The Sisters Grimm;Menna van Praag;3,21;3,524;843
523;The Coming;Joe Haldeman;3,16;1,080;111
524;Golden Fleece;Robert J. Sawyer;3,78;818;71
525;Handling the Undead;John Ajvide Lindqvist;3,48;11,855;1,245
526;Vacuum Flowers;Michael Swanwick;3,76;1,384;86
527;Codgerspace;Alan Dean Foster;3,55;538;31
528;The Seven Deadly Sins, Vol. 1;Nakaba Suzuki;4,18;6,898;459
529;Oath of Fealty (Paladin's Legacy, #1);Elizabeth Moon;4,13;4,871;328
530;Alice in the Country of Hearts, Vol. 5 (Alice in the Country of Hearts, #5);Hoshino Soumei;4,36;1,906;38
531;The Merchants' War (The Space Merchants, #2);Frederik Pohl;3,71;671;52
532;Whiskey and Water (Promethean Age, #2);Elizabeth Bear;3,76;619;64
533;Shiva's Fire;Suzanne Fisher Staples;3,99;1,751;152
534;The Turncoat King (The Rising Wave, #1);Michelle Diener;4,11;1,392;175
535;The Eternal Enemy;Christopher Pike;3,55;1,707;106
536;The World We Make (Great Cities, #2);N.K. Jemisin;4,13;12,094;1,766
537;Cursed;Thomas Wheeler;3,21;7,542;1,517
538;The Hemingway Hoax;Joe Haldeman;3,51;1,321;127
539;Chaos: Making a New Science;James Gleick;4,03;37,569;1,389
540;Except the Queen;Jane Yolen;3,59;1,050;190
541;The Privilege of the Sword (Riverside, #2);Ellen Kushner;3,92;5,259;472
542;Crown of Renewal (Paladin's Legacy, #5);Elizabeth Moon;4,17;2,477;180
543;The Boy in the Smoke (Shades of London, #0.5);Maureen Johnson;4,11;1,759;218
544;Alice in the Country of Hearts, Vol. 4 (Alice in the Country of Hearts, #4);QuinRose;4,37;2,852;45
545;Polaris;H.P. Lovecraft;3,27;2,413;199
546;Ink and Steel (Promethean Age, #3);Elizabeth Bear;3,69;719;98
547;Darkness Unbound (Dark Angels, #1);Keri Arthur;3,97;7,775;591
548;Found (Project: Adapt, #1);Jade Waltz;3,97;991;148
549;Tell Me an Ending;Jo Harkin;3,65;5,417;994
550;Compass and Blade;Rachel Greenlaw;4,04;81;60
551;A Separate War and Other Stories;Joe Haldeman;3,68;544;55
552;Prospero Lost  (Prospero's Daughter, #1);L. Jagi Lamplighter;3,56;655;130
553;A Strong and Sudden Thaw (A Strong and Sudden Thaw, #1);R.W. Day;3,83;1,049;110
554;Tangled Up in Blue (The Snow Queen Cycle, #4);Joan D. Vinge;3,64;630;43
555;Limits of Power (Paladin's Legacy, #4);Elizabeth Moon;4,20;2,676;169
556;The Shadow Cabinet (Shades of London, #3);Maureen Johnson;3,97;8,718;996
557;Affliction (Anita Blake, Vampire Hunter, #22);Laurell K. Hamilton;4,06;21,478;1,847
558;Hell and Earth (Promethean Age, #4);Elizabeth Bear;4,01;415;50
559;Darkness Rising (Dark Angels, #2);Keri Arthur;4,14;5,663;277
560;The Birthgrave (Birthgrave, #1);Tanith Lee;3,76;1,616;153
561;Sideways Stories from Wayside School (Wayside School, #1);Louis Sachar;4,15;96,535;3,188
562;The Crown of Embers (Fire and Thorns, #2);Rae Carson;4,17;46,641;3,450
563;Plutoshine;Lucy Kissick;4,01;229;50
564;Inheritance (The Lost Bride Trilogy, #1);Nora Roberts;4,50;563;455
565;Colony;Ben Bova;3,60;1,170;53
566;Guardian;Joe Haldeman;3,41;500;58
567;The Rift (Star Trek: The Original Series #57);Peter David;3,68;970;52
568;One for the Morning Glory;John Barnes;4,04;477;58
569;Far North;Marcel Theroux;3,80;4,433;549
570;Dreamfall (Cat, #3);Joan D. Vinge;3,91;1,232;52
571;Echoes of Betrayal (Paladin's Legacy, #3);Elizabeth Moon;4,19;3,191;180
572;The Madness Underneath (Shades of London, #2);Maureen Johnson;3,87;17,181;2,191
573;Beastly (Beastly, #1);Alex Flinn;3,82;175,584;9,314
574;All the Windwracked Stars (The Edda of Burdens, #1);Elizabeth Bear;3,64;985;161
575;Darkness Devours (Dark Angels, #3);Keri Arthur;4,16;4,641;250
576;Colman (Doran, #3);Monica Furlong;3,74;1,631;91
577;The Rogue (Traitor Spy Trilogy, #2);Trudi Canavan;4,04;16,547;393
578;The Mist;Stephen King;3,94;146,767;5,226
579;The Unmaking of June Farrow;Adrienne Young;4,55;503;387
580;Kat, Incorrigible (Kat, Incorrigible, #1);Stephanie Burgis;3,97;4,110;675
581;The Anome (Durdane, #1);Jack Vance;3,90;781;40
582;World's End (The Snow Queen Cycle, #2);Joan D. Vinge;3,77;1,435;95
583;Kings of the North (Paladin's Legacy, #2);Elizabeth Moon;4,18;3,571;191
584;"Beastly: Lindy's Diary (Beastly, #1.5; Kendra Chronicles, #1.5)";Alex Flinn;3,74;3,282;303
585;Bullet (Anita Blake, Vampire Hunter, #19);Laurell K. Hamilton;3,85;33,942;1,289
586;Darkness Hunts (Dark Angels, #4);Keri Arthur;4,18;4,035;205
587;The Ambassador's Mission (Traitor Spy Trilogy, #1);Trudi Canavan;3,93;20,795;666
588;All the Seas of the World;Guy Gavriel Kay;4,19;3,232;499
589;The Waste Lands (The Dark Tower, #3);Stephen King;4,25;215,076;7,255
590;The Future;Naomi Alderman;3,98;311;198
591;Surviving Antarctica: Reality TV 2083;Andrea  White;3,78;1,849;232
592;Hawksbill Station;Robert Silverberg;3,77;1,759;151
593;Through the Ice;Piers Anthony;3,63;1,097;48
594;Sword of the Lamb (The Phoenix Legacy, #1);M.K. Wren;4,07;413;45
595;The Still (Rodrigo of Caledon, #1);David Feintuch;3,40;536;33
596;The Bane Chronicles;Cassandra Clare;4,10;95,435;8,463
597;A Kiss in Time;Alex Flinn;3,75;19,273;1,826
598;The Initiate (Time Master #1);Louise Cooper;4,03;2,101;138
599;Buried Deep (Retrieval Artist, #4);Kristine Kathryn Rusch;4,08;848;66
600;The Last Astronaut;David Wellington;3,61;4,805;706
601;The Empress of Salt and Fortune (The Singing Hills Cycle, #1);Nghi Vo;3,98;30,642;5,476
602;Enchanted to Meet You (Witches of West Harbor #1);Meg Cabot;3,59;1,292;520
603;None So Blind;Joe Haldeman;3,67;327;44
604;Out of Phaze (Apprentice Adept, #4);Piers Anthony;3,79;7,553;60
605;The Ship of Ishtar;A. Merritt;3,57;544;62
606;"Hero (Woodcutter Sisters, #2; Books of Arilland, #2)";Alethea Kontis;3,86;4,327;551
607;Victory Conditions (Vatta's War, #5);Elizabeth Moon;4,10;8,656;341
608;D.Gray-man, Vol. 5 (D.Gray-man, #5);Katsura Hoshino;4,38;4,284;59
609;The Outcast (Time Master #2);Louise Cooper;4,08;1,656;69
610;Paloma (Retrieval Artist, #5);Kristine Kathryn Rusch;4,12;755;46
611;Keeper of the Heart (Ly-San-Ter, #2);Johanna Lindsey;3,98;5,585;170
612;Darkness Splintered (Dark Angels, #6);Keri Arthur;4,20;2,927;143
613;Momo;Michael Ende;4,33;75,764;5,045
614;Revenant Gun (The Machineries of Empire, #3);Yoon Ha Lee;4,13;6,337;711
615;The Old Guard, vol. 1: Opening Fire;Greg Rucka;3,99;6,853;878
616;A Fragile Enchantment;Allison Saft;4,09;485;404
617;Buying Time;Joe Haldeman;3,60;901;82
618;Cat-a-Lyst;Alan Dean Foster;3,40;747;49
619;In the Hall of the Dragon King (The Dragon King, #1);Stephen R. Lawhead;3,75;4,017;232
620;Loop (Ring, #3);Kōji Suzuki;3,55;3,689;333
621;Romulus Buckle & the City of the Founders (Chronicles of the Pneumatic Zeppelin, #1);Richard Ellis Preston Jr.;3,63;1,205;178
622;Once Upon a Curse (The Tales of the Frog Princess, #3);E.D. Baker;4,07;12,819;396
623;Command Decision (Vatta's War, #4);Elizabeth Moon;4,11;9,623;273
624;The Lake House (When the Wind Blows, #2);James Patterson;3,80;37,780;1,401
625;The Master (Time Master #3);Louise Cooper;4,15;1,710;63
626;Rogue One: A Star Wars Story (Star Wars Novelizations, #3.5);Alexander Freed;4,18;8,689;1,116
627;Darkness Falls (Dark Angels, #7);Keri Arthur;4,28;2,321;146
628;Johnny and the Dead (Johnny Maxwell, #2);Terry Pratchett;3,81;10,068;357
629;Midnight at the Houdini;Delilah S. Dawson;3,73;179;94
630;Infinite Dreams;Joe Haldeman;3,78;473;33
631;The Prophecy of the Stones;Flavia Bujor;3,51;6,430;533
632;Hinter verzauberten Fenstern;Cornelia Funke;4,28;2,258;174
633;"Gwendy's Button Box + ""The Music Room""";Stephen King;3,97;890;102
634;A Dirty Job;Christopher Moore;4,03;117,360;7,315
635;The September House;Carissa Orlando;4,14;2,574;711
636;Assassin? (Jimmy Coates, #1);Joe Craig;3,85;2,007;102
637;Caught in Crystal (Lyra #4);Patricia C. Wrede;3,75;1,736;135
638;The Visitor;Sheri S. Tepper;3,81;1,822;86
639;Judge (Wess'Har Wars, #6);Karen Traviss;3,93;546;35
640;Old Magic;Marianne Curley;3,94;10,917;840
641;Divided Allegiance (The Deed of Paksenarrion, #2);Elizabeth Moon;4,17;6,518;313
642;A Prayer for the Crown-Shy (Monk & Robot, #2);Becky  Chambers;4,44;37,579;5,676
643;Witch of Wild Things;Raquel Vasquez Gilliland;3,97;574;210
644;Buddy Holly Is Alive and Well on Ganymede;Bradley Denton;3,79;553;81
645;Vorpal Blade (Looking Glass, #2);John Ringo;4,19;3,459;74
646;Book of Enchantments;Patricia C. Wrede;3,99;6,001;256
647;Marque and Reprisal (Vatta's War, #2);Elizabeth Moon;4,08;10,327;380
648;Bride of the Water God, Volume 2;Mi-Kyung Yun;3,98;2,070;100
649;The Breathing Method;Stephen King;3,64;2,234;192
650;Hellfire (Theirs Not to Reason Why, #3);Jean Johnson;4,12;2,543;119
651;Dreams Bigger Than Heartbreak (Unstoppable, #2);Charlie Jane Anders;4,08;547;131
652;Heaven's Net Is Wide;Lian Hearn;4,18;8,158;362
653;The Night Hunt;Alexandra Christo;3,85;110;102
654;Quozl;Alan Dean Foster;3,57;1,536;85
655;Politician (Bio of a Space Tyrant, #3);Piers Anthony;3,73;3,485;43
656;Wood Beyond the World;William Morris;3,52;1,967;205
657;The Silicon Mage (Windrose Chronicles, #2);Barbara Hambly;3,97;2,300;75
658;Farthing (Small Change, #1);Jo Walton;3,81;5,370;944
659;The Possessors;John Christopher;3,53;230;37
660;Romulus Buckle & the Engines of War (Chronicles of the Pneumatic Zeppelin, #2);Richard Ellis Preston Jr.;4,05;618;76
661;Matriarch (Wess'Har Wars, #4);Karen Traviss;3,90;747;56
662;Nura: Rise of the Yokai Clan, Vol. 01 (Nura: Rise of the Yokai Clan, #1);Hiroshi Shiibashi;4,08;1,976;59
663;Trouble with Lichen;John Wyndham;3,67;5,363;405
664;Bride of the Water God, Volume 1;Mi-Kyung Yun;3,91;5,572;359
665;Unfinished Tales of Númenor and Middle-Earth;J.R.R. Tolkien;4,00;38,276;1,253
666;On a Pale Horse (Incarnations of Immortality #1);Piers Anthony;4,13;39,176;1,786
667;An Officer's Duty (Theirs Not to Reason Why, #2);Jean Johnson;4,14;3,433;133
668;Until the Last of Me (Take Them to the Stars, #2);Sylvain Neuvel;3,82;1,405;207
669;Piranesi;Susanna Clarke;4,23;238,086;37,062
670;Rolling in the Deep (Rolling in the Deep, #0.5);Mira Grant;3,98;8,957;1,635
671;The Book of Silver Linings;Nan  Fischer;3,98;288;124
672;Manxome Foe (Looking Glass, #3);John Ringo;4,22;3,207;55
673;Executive (Bio of a Space Tyrant, #4);Piers Anthony;3,73;3,600;39
674;The Disappearance;Philip Wylie;3,61;375;67
675;Crossing the Line (Wess'har Wars, #2);Karen Traviss;4,05;1,047;64
676;Magic Man (Magic, #6);Patricia Rice;4,04;468;34
677;Seaward;Susan Cooper;3,97;1,966;100
678;My Name Is Memory;Ann Brashares;3,71;32,814;5,386
679;The Damnation Game;Clive Barker;3,82;19,812;739
680;Blood Debt (Vicki Nelson #5);Tanya Huff;3,78;4,274;149
681;Shield's Lady (Lost Colony, #3);Amanda Glass;4,10;3,429;120
682;Prince of Chaos (The Chronicles of Amber, #10);Roger Zelazny;3,98;10,398;246
683;My Roommate is a Vampire;Jenna Levine;3,59;7,558;2,240
684;Statesman (Bio of a Space Tyrant, #5);Piers Anthony;3,73;2,946;39
685;The Crystal City (Tales of Alvin Maker, #6);Orson Scott Card;3,62;11,289;325
686;The Extremes;Christopher Priest;3,27;462;46
687;The World Before (Wess'Har Wars, #3);Karen Traviss;3,98;880;41
688;Much Ado About Magic (Magic, #5);Patricia Rice;4,02;562;44
689;Knight of Shadows (The Chronicles of Amber, #9);Roger Zelazny;3,95;9,866;157
690;The Scarlet Veil;Shelby Mahurin;4,36;311;228
691;Glory Lane;Alan Dean Foster;3,70;2,019;94
692;Refugee (Bio of a Space Tyrant, #1);Piers Anthony;3,71;4,684;177
693;The Silent Tower (Windrose Chronicles, #1);Barbara Hambly;3,94;3,433;158
694;Hunting Party (The Serrano Legacy, #1);Elizabeth Moon;3,89;6,047;229
695;Inside Job;Connie Willis;3,71;1,931;244
696;Merely Magic (Magic, #1);Patricia Rice;3,87;1,249;114
697;The Complete Lyonesse: Suldrun's Garden, The Green Pearl, Madouc (Gollancz Black Books);Jack Vance;4,34;632;53
698;Light Years From Home;Mike Chen;3,58;2,234;418
699;Sign of Chaos;Roger Zelazny;3,98;10,271;176
700;The Puzzle Master;Danielle Trussoni;3,38;3,393;963
701;McCoy: The Provenance Of Shadows;David R. George III;4,18;425;53
702;Heartfire (Tales of Alvin Maker, #5);Orson Scott Card;3,72;13,116;251
703;Sweet Venom (Medusa Girls, #1);Tera Lynn Childs;3,91;12,235;1,242
704;Fifty Shades of Alice in Wonderland  (Fifty Shades of Alice Trilogy #1);Melinda DuChamp;3,38;2,727;486
705;The Horror of the Heights;Arthur Conan Doyle;3,33;470;58
706;Cugel's Saga (The Dying Earth, #3);Vance Jack;4,24;2,792;172
707;The Freedom Race (The Dreambird Chronicles, #1);Lucinda Roy;3,72;109;49
708;Sinner's Isle;Angela Montoya;4,52;122;85
709;Conquistador;S.M. Stirling;3,89;3,194;187
710;Crossroads of Twilight (The Wheel of Time, #10);Robert Jordan;3,79;118,012;3,908
711;A Just Determination (JAG in Space, #1);John G. Hemry;3,97;1,196;76
712;Shadow's End;Sheri S. Tepper;3,76;1,299;55
713;The Floating Island (The Lost Journals of Ven Polypheme, #1);Elizabeth Haydon;3,95;2,164;176
714;Fifty Shades of Alice Through the Looking Glass (Fifty Shades of Alice Trilogy #2);Melinda DuChamp;3,54;940;98
715;Evolution's Darling;Scott Westerfeld;3,51;486;59
716;Marune: Alastor 933 (Alastor, Bk. 2);Jack Vance;4,02;600;43
717;The Unraveling;Benjamin Rosenbaum;3,97;176;48
718;Phantastes;George MacDonald;3,90;10,383;1,199
719;There Are Doors;Gene Wolfe;3,62;1,136;79
720;Sideshow (Arbai, #3);Sheri S. Tepper;3,86;1,786;80
721;13 Treasures (Thirteen, #1);Michelle Harrison;4,05;10,885;1,109
722;Psyche in a Dress;Francesca Lia Block;3,85;2,749;259
723;Fireborn (Souls of Fire, #1);Keri Arthur;3,81;3,453;335
724;The Last Days (Peeps, #2);Scott Westerfeld;3,54;9,609;585
725;Madouc (Lyonesse, #3);Jack Vance;4,17;2,585;138
726;David Mogo Godhunter;Suyi Davies Okungbowa;3,63;1,126;285
727;Blood of Amber (The Chronicles of Amber, #7);Roger Zelazny;4,04;13,238;203
728;The Rachel Incident;Caroline O'Donoghue;4,16;13,584;2,213
729;Prime Directive;Judith Reeves-Stevens;4,03;2,462;146
730;The Myriad (Tour of the Merrimack, #1);R.M. Meluch;3,76;1,055;110
731;The Dragon Waiting;John M. Ford;3,78;1,927;295
732;Gibbon's Decline and Fall;Sheri S. Tepper;3,94;2,144;124
733;Lord of Emperors (The Sarantine Mosaic, #2);Guy Gavriel Kay;4,27;13,035;542
734;Moon White: Color Me Enchanted (TrueColors, #11);Melody Carlson;3,61;809;51
735;Myth Directions (Myth Adventures, #3);Robert Lynn Asprin;4,08;12,394;184
736;Flameout (Souls of Fire, #3);Keri Arthur;4,04;1,122;85
737;Jim Knopf und die Wilde 13;Michael Ende;4,32;3,816;75
738;The Green Pearl (Lyonesse, #2);Jack Vance;4,16;2,793;156
739;Maxwell's Demon;Steven  Hall;3,79;1,057;224
740;The Rose Garden;Susanna Kearsley;4,03;31,983;3,339
741;Elric at the End of Time (The Elric Saga, #7);Michael Moorcock;3,85;3,956;61
742;Six Moon Dance;Sheri S. Tepper;3,79;1,623;88
743;Between the Lines (Between the Lines, #1);Jodi Picoult;3,57;44,955;5,855
