;0;1;2;3;4
358;Fawcetta (Voices and Echoes of the Coliseum, #1);Dalian Artanian;4,13;156;31
359;And Another Thing... (The Hitchhiker's Guide to the Galaxy, #6);Eoin Colfer;3,56;30,925;1,798
360;We3;Grant Morrison;3,91;24,633;1,193
361;Avalon High;Meg Cabot;3,81;45,884;2,445
362;The Last Star (The 5th Wave, #3);Rick Yancey;3,62;72,517;7,613
363;The Picture of Dorian Gray;Oscar Wilde;4,12;1,428,348;62,024
364;Forest Born (The Books of Bayern, #4);Shannon Hale;4,04;27,015;2,389
365;The Hammer of God;Arthur C. Clarke;3,70;8,179;355
366;The Elfin Ship (Balumnia, #1);James P. Blaylock;3,84;627;65
367;The Invincible;Stanisław Lem;4,15;10,251;720
368;The Thief (The Queen's Thief, #1);Megan Whalen Turner;3,85;83,864;9,936
369;IA: B.O.S.S. (IA #2);John Darryl Winston;4,49;135;89
370;The Paper Bag Princess;Robert Munsch;4,31;50,744;2,303
371;Dangerous Ways (The Books of Winter, #1);R.R. Virdi;4,69;844;60
372;Golden Fool (Tawny Man, #2);Robin Hobb;4,35;77,719;2,066
373;Artificial Condition (The Murderbot Diaries, #2);Martha Wells;4,28;115,106;10,624
374;Trading in Danger (Vatta's War, #1);Elizabeth Moon;3,99;14,909;807
375;A Closed and Common Orbit (Wayfarers, #2);Becky  Chambers;4,36;65,176;8,067
376;The Long War (The Long Earth, #2);Terry Pratchett;3,64;24,401;1,686
377;Bolo (Bolo #1);Keith Laumer;4,12;3,852;53
378;Champion (Legend, #3);Marie Lu;4,32;210,955;18,881
379;Shades of Earth (Across the Universe, #3);Beth Revis;4,07;33,171;3,774
380;Pilgrimage: The Book of the People;Zenna Henderson;4,31;1,463;113
381;System Change (System Universe #1);SunriseCV;4,43;5,181;215
382;Neverness (A Requiem for Homo Sapiens, #0);David Zindell;4,06;1,590;128
383;Unstoppable (Pretty Liars, #1);K.A. Knight;4,01;1,883;309
384;Just Ella (The Palace Chronicles, #1);Margaret Peterson Haddix;3,75;34,331;1,769
385;Revealing Eden (Save the Pearls, #1);Victoria Foyt;2,03;947;372
386;All Our Wrong Todays;Elan Mastai;3,75;26,855;4,129
387;Warping Minds & Other Misdemeanors (The Guild Codex: Warped, #1);Annette Marie;4,24;5,728;541
388;The Last Cuentista;Donna Barba Higuera;4,11;17,013;3,065
389;The Summer Queen (The Snow Queen Cycle, #3);Joan D. Vinge;4,06;3,279;120
390;The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2);Stephen R. Donaldson;4,02;27,000;474
391;Mistborn Trilogy Boxed Set (Mistborn, #1-3);Brandon Sanderson;4,59;50,928;1,602
392;Tuf Voyaging;George R.R. Martin;4,11;11,486;1,029
393;Inside the Shadow City (Kiki Strike, #1);Kirsten Miller;4,07;6,216;708
394;Idlewild (Idlewild, #1);Nick Sagan;3,81;2,780;274
395;"Night Watch (Discworld, #29; City Watch, #6)";Terry Pratchett;4,49;108,275;2,963
396;Damia (The Tower and the Hive, #2);Anne McCaffrey;4,03;12,733;247
397;Frostbite (Vampire Academy, #2);Richelle Mead;4,26;347,852;13,152
398;...And the Stars Will Sing;Michelle Browne;3,82;175;32
399;Anvil of Stars (Forge of God, #2);Greg Bear;3,92;6,565;249
400;"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)";Terry Pratchett;4,31;72,427;2,485
401;Winter (The Lunar Chronicles, #4);Marissa Meyer;4,43;266,136;30,593
402;The Sandman, Vol. 7: Brief Lives;Neil Gaiman;4,55;57,533;1,906
403;The Son of Neptune (The Heroes of Olympus, #2);Rick Riordan;4,42;550,130;21,784
404;Evolution;Stephen Baxter;4,00;3,156;264
405;The Girl with the Silver Eyes;Willo Davis Roberts;4,02;10,340;778
406;Uprooted;Naomi Novik;4,04;226,452;28,423
407;Polaris (Alex Benedict, #2);Jack McDevitt;3,87;5,218;333
408;A Matter for Men (War Against the Chtorr #1);David Gerrold;4,06;1,749;121
409;House of Stairs;William Sleator;3,84;4,950;702
410;Mockingbird;Walter Tevis;4,16;8,980;1,162
411;Moving Mars (Queen of Angels, #3);Greg Bear;3,84;7,380;248
412;Fluke: Or, I Know Why the Winged Whale Sings;Christopher Moore;3,76;40,520;2,312
413;The 13½ Lives of Captain Bluebear (Zamonia, #1);Walter Moers;4,29;22,913;1,758
414;White Gold Wielder (The Second Chronicles of Thomas Covenant, #3);Stephen R. Donaldson;4,05;18,850;220
415;Star Wars: A New Hope (Star Wars Novelizations, #4);George Lucas;4,05;16,580;751
416;The Wind’s Twelve Quarters;Ursula K. Le Guin;4,06;6,411;644
417;Moon Called (Mercy Thompson, #1);Patricia Briggs;4,15;202,060;9,905
418;Valor's Choice (Confederation, #1);Tanya Huff;3,99;8,268;539
419;The Essential Ellison: A 50 Year Retrospective;Harlan Ellison;4,55;1,416;63
420;Nerilka's Story (Pern, #8);Anne McCaffrey;3,84;17,468;310
421;The Fountainhead;Ayn Rand;3,88;318,702;13,923
422;The End of All Things (Old Man's War, #6);John Scalzi;3,99;22,811;1,349
423;Rollback;Robert J. Sawyer;3,75;3,587;353
424;Genesis;Bernard Beckett;3,89;12,607;1,968
425;The Fifth Head of Cerberus;Gene Wolfe;3,99;6,964;528
426;What Mad Universe;Fredric Brown;3,95;1,239;138
427;The Reader of Acheron;Walter Rhein;4,51;106;31
428;The Dragon Keeper (Rain Wild Chronicles, #1);Robin Hobb;3,95;43,562;2,541
429;The Mirror of Her Dreams (Mordant's Need, #1);Stephen R. Donaldson;3,93;13,683;455
430;The One Tree (The Second Chronicles of Thomas Covenant, #2);Stephen R. Donaldson;3,99;18,584;215
431;The Citadel of the Autarch;Gene Wolfe;4,23;8,579;389
432;Akira, Vol. 1;Katsuhiro Otomo;4,40;32,645;1,433
433;Remnant Population;Elizabeth Moon;4,10;5,586;745
434;Man Plus (Man Plus #1);Frederik Pohl;3,74;8,136;323
435;Greenwitch (The Dark is Rising, #3);Susan Cooper;3,99;29,995;1,034
436;Mind of My Mind (Patternmaster, #2);Octavia E. Butler;4,17;12,286;922
437;The Bridge;Iain Banks;3,86;11,759;398
438;A Song of Ice and Fire (A Song of Ice and Fire, #1-5);George R.R. Martin;4,60;58,918;1,794
439;Sorcery & Cecelia: or The Enchanted Chocolate Pot (Cecelia and Kate, #1);Patricia C. Wrede;4,02;20,050;2,352
440;To Sail Beyond the Sunset;Robert A. Heinlein;3,88;11,177;242
441;Bearing an Hourglass (Incarnations of Immortality, #2);Piers Anthony;3,95;22,810;528
442;The Tommyknockers;Stephen King;3,59;147,679;3,687
443;The Lovely Bones;Alice Sebold;3,85;2,295,117;45,348
444;Digital Fortress;Dan Brown;3,69;625,370;10,829
445;The Guns of Avalon (The Chronicles of Amber, #2);Roger Zelazny;4,14;23,557;717
446;The Woman Who Rides Like a Man (Song of the Lioness, #3);Tamora Pierce;4,18;78,774;1,901
447;Air;Geoff Ryman;3,59;2,453;255
448;Every Heart a Doorway (Wayward Children, #1);Seanan McGuire;3,82;104,319;18,617
449;Around the World in Eighty Days;Jules Verne;3,94;244,291;10,637
450;Guilty Pleasures (Anita Blake, Vampire Hunter, #1);Laurell K. Hamilton;4,02;145,710;6,286
451;Year One (Chronicles of The One, #1);Nora Roberts;4,05;85,044;8,272
452;Expendable (League of Peoples, #1);James Alan Gardner;3,92;1,925;160
453;Archangel (Samaria, #1);Sharon Shinn;4,04;10,507;840
454;Waylander (The Drenai Saga #3);David Gemmell;4,29;19,845;470
455;Galactic North;Alastair Reynolds;4,12;8,350;340
456;Shadowland (The Mediator, #1);Jenny Carroll;4,04;68,565;2,751
457;Seraphina (Seraphina, #1);Rachel Hartman;3,94;85,277;8,659
458;The First Men in the Moon;H.G. Wells;3,66;15,767;961
459;By the Sword (Valdemar, #9);Mercedes Lackey;4,27;20,819;364
460;At the Earth's Core (Pellucidar #1);Edgar Rice Burroughs;3,77;4,508;354
461;Trickster's Queen (Daughter of the Lioness, #2);Tamora Pierce;4,28;59,069;1,132
462;The Beast Master (Beast Master / Hosteen Storm, #1);Andre Norton;4,00;2,226;98
463;Theft of Swords (The Riyria Revelations, #1-2);Michael J. Sullivan;4,22;65,815;4,743
464;The Sandman, Vol. 5: A Game of You;Neil Gaiman;4,41;64,395;2,274
465;The Two Princesses of Bamarre (The Two Princesses of Bamarre, #1);Gail Carson Levine;4,05;71,469;2,742
466;At the Mountains of Madness;H.P. Lovecraft;3,83;49,535;4,001
467;Book of a Thousand Days;Shannon Hale;3,96;53,412;6,507
468;The Magic Labyrinth (Riverworld, #4);Philip José Farmer;3,70;4,691;151
469;The Dying Earth (The Dying Earth, #1);Jack Vance;3,90;9,144;720
470;The Intuitionist;Colson Whitehead;3,64;13,699;1,658
471;Psion (Cat, #1);Joan D. Vinge;3,97;2,328;107
472;Scout's Progress (Liaden Universe, #6);Sharon Lee;4,42;2,506;120
473;In Fury Born;David Weber;4,30;6,899;221
474;Midworld (Humanx Commonwealth, #4);Alan Dean Foster;4,02;2,517;142
475;This Immortal;Roger Zelazny;3,91;11,430;527
476;Warcross (Warcross, #1);Marie Lu;4,14;111,151;17,880
477;Space Taxis;Adam Frosh;4,48;100;60
478;The Shadow Crucible;T.M. Lakomy;4,06;104;32
479;Fate of Sovereign (Sky Serpent Clan #1);Samantha     Rose;3,54;227;41
480;The Present (VanWest, #2);Kenneth   Thomas;3,62;2,432;81
481;Supernatural Hero;Eran Gadot;4,41;203;76
482;Fablehaven (Fablehaven, #1);Brandon Mull;4,12;160,231;12,086
483;Demon Untamed (Shadow Quest, #4);Kiersten Fay;3,81;726;55
484;Emperor of Thorns (The Broken Empire, #3);Mark  Lawrence;4,24;51,901;2,929
485;The Rediscovery of Man;Cordwainer Smith;4,13;3,359;239
486;The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;3,85;102,355;4,103
487;Silverthorn (The Riftwar Saga, #3);Raymond E. Feist;4,10;62,127;1,099
488;Legendary (Caraval, #2);Stephanie Garber;4,20;188,225;24,067
489;Under the Whispering Door;T.J. Klune;4,17;182,486;29,430
490;Off Armageddon Reef (Safehold, #1);David Weber;4,14;11,807;730
491;Ship of Destiny (Liveship Traders, #3);Robin Hobb;4,28;69,982;2,930
492;A Hymn Before Battle (Posleen War, #1);John Ringo;4,03;13,140;364
493;The Ophiuchi Hotline;John Varley;3,87;3,368;198
494;Neutron Star;Larry Niven;4,13;12,507;153
495;Firestarter;Stephen King;3,91;222,115;5,074
496;The World Inside;Robert Silverberg;3,73;2,678;285
497;The Wounded Land (The Second Chronicles of Thomas Covenant, #1);Stephen R. Donaldson;4,00;19,957;298
498;The Sword of Shannara Trilogy (Shannara, #1-3);Terry Brooks;3,97;23,685;486
499;How to Live Safely in a Science Fictional Universe;Charles Yu;3,45;17,804;2,837
500;The Lazarus Effect (The Pandora Sequence, #2);Frank Herbert;3,77;3,719;84
501;Creatures of Light and Darkness;Roger Zelazny;3,95;4,430;271
502;Upgrade;Blake Crouch;3,81;79,365;11,084
503;Perfekcyjna niedoskonałość;Jacek Dukaj;4,23;1,844;66
504;Order of the Dimensions;Irene Helenowski;3,31;72;60
505;High-Rise;J.G. Ballard;3,61;31,669;3,158
506;Searching for Dragons (Enchanted Forest Chronicles, #2);Patricia C. Wrede;4,27;43,509;1,315
507;Up the Line;Robert Silverberg;3,68;1,833;176
508;Demon (Gaea, #3);John Varley;4,04;3,694;119
509;First Meetings in Ender's Universe (Ender's Saga, #0.5);Orson Scott Card;3,85;13,515;705
510;Marked (House of Night, #1);P.C. Cast;3,81;482,829;15,888
511;The Children of the Company (The Company, #6);Kage Baker;3,86;1,366;86
512;White Night (The Dresden Files, #9);Jim Butcher;4,38;116,567;3,040
513;Eternity Road;Jack McDevitt;3,79;4,756;245
514;The Bar Code Tattoo (Bar Code, #1);Suzanne Weyn;3,54;17,136;1,536
515;The Machine Stops;E.M. Forster;4,07;15,628;1,870
516;Inne Pieśni;Jacek Dukaj;4,34;2,376;97
517;The Light of Other Days;Arthur C. Clarke;3,98;7,188;396
518;Hard to Be a God;Arkady Strugatsky;4,15;14,608;877
519;"Thud! (Discworld, #34; City Watch, #7)";Terry Pratchett;4,34;71,247;2,129
520;Rama Revealed (Rama, #4);Arthur C. Clarke;3,82;16,372;418
521;Heroes Die (The Acts of Caine, #1);Matthew Woodring Stover;4,09;11,989;740
522;The Renegades of Pern (Pern, #10);Anne McCaffrey;3,91;19,945;357
523;The Touch: A Supernatural Story (The Touch, #1);Robert Flynn III;3,62;415;110
524;Star Man's Son, 2250 A.D;Andre Norton;4,02;2,528;163
525;Lód;Jacek Dukaj;4,16;2,364;122
526;Manta's Gift;Timothy Zahn;3,84;1,055;62
527;Midshipman's Hope (Seafort Saga, #1);David Feintuch;3,90;3,461;231
528;The Invasion (Animorphs, #1);K.A. Applegate;3,87;16,950;1,410
529;Harry Potter and the Methods of Rationality;Eliezer Yudkowsky;4,39;16,646;1,662
530;Coma;Robin Cook;3,88;51,080;1,006
531;The Divine Invasion;Philip K. Dick;3,82;8,574;515
532;Icerigger (Icerigger, #1);Alan Dean Foster;3,86;2,155;76
533;Hush, Hush (Hush, Hush, #1);Becca Fitzpatrick;3,93;686,287;29,055
534;So You Want to Be a Wizard (Young Wizards, #1);Diane Duane;3,84;27,009;1,293
535;The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3);Stephen R. Donaldson;4,03;24,536;420
536;The Darkness That Comes Before (The Prince of Nothing, #1);R. Scott Bakker;3,82;20,362;1,246
537;The World of Ptavvs (Known Space);Larry Niven;3,81;3,339;125
538;Little, Big;John Crowley;3,81;11,160;1,608
539;Breed to Come;Andre Norton;3,88;716;49
540;Time and Again;Clifford D. Simak;3,89;3,313;177
541;A Maze of Death;Philip K. Dick;3,81;8,446;689
542;The End of the Matter (Pip & Flinx, #4);Alan Dean Foster;3,95;2,861;56
543;"Spinward Fringe Broadcast 0: Origins (First Light Chronicles, #1-3; Spinward Fringe, #0)";Randolph Lalonde;4,02;6,539;413
544;Throne of Jade (Temeraire, #2);Naomi Novik;3,89;47,558;3,038
545;Mainspring (Clockwork Earth #1);Jay Lake;3,21;2,184;283
546;The Last Olympian (Percy Jackson and the Olympians, #5);Rick Riordan;4,54;925,673;35,890
547;Betrayed (House of Night, #2);P.C. Cast;3,92;262,428;6,077
548;Brass Man (Agent Cormac, #3);Neal Asher;4,15;7,217;189
549;The Stories of Ray Bradbury;Ray Bradbury;4,44;5,087;268
550;Cast in Shadow (Chronicles of Elantra, #1);Michelle Sagara;3,80;17,265;1,110
551;Selected Stories of Philip K. Dick;Philip K. Dick;4,26;3,905;334
552;Coalescent (Destiny's Children, #1);Stephen Baxter;3,79;2,637;142
553;Stone of Tears (Sword of Truth, #2);Terry Goodkind;4,10;111,328;2,010
554;Sign of the Unicorn (The Chronicles of Amber, #3);Roger Zelazny;4,14;19,155;502
555;Rocket Ship Galileo;Robert A. Heinlein;3,72;7,650;291
556;Bloodlines (Bloodlines, #1);Richelle Mead;4,20;183,426;8,842
557;Time Patrol (Time Patrol #1-4 + 6 omnibus);Poul Anderson;3,74;1,891;116
558;Bloody Jack (Bloody Jack, #1);L.A. Meyer;4,11;26,243;2,545
559;The Instrumentality of Mankind;Cordwainer Smith;4,12;1,512;46
560;Red Prophet (Tales of Alvin Maker, #2);Orson Scott Card;3,80;20,769;580
561;The Rook (The Checquy Files, #1);Daniel O'Malley;4,10;57,024;7,472
562;The Amulet of Samarkand (Bartimaeus, #1);Jonathan Stroud;4,03;126,046;5,778
563;The White Plague;Frank Herbert;3,70;6,407;377
564;Looking for Alaska;John Green;3,97;1,524,696;72,783
565;Eternity (The Way, #2);Greg Bear;3,90;7,500;180
566;The Final Warning (Maximum Ride, #4);James Patterson;3,85;70,048;2,733
567;The Kill Order (The Maze Runner, #0.4);James Dashner;3,71;216,230;11,298
568;Warday;Whitley Strieber;3,81;2,910;191
569;Kesrith (The Faded Sun, #1);C.J. Cherryh;3,96;2,351;106
570;Pet Sematary;Stephen King;4,05;557,926;22,076
571;Dragons of Winter Night (Dragonlance: Chronicles, #2);Margaret Weis;4,14;49,961;969
572;The Lives of Christopher Chant (Chrestomanci, #2);Diana Wynne Jones;4,25;22,674;771
573;Page (Protector of the Small, #2);Tamora Pierce;4,25;48,783;943
574;The Man Who Fell to Earth;Walter Tevis;4,06;12,788;1,389
575;Lilith: A Snake in the Grass (The Four Lords of the Diamond, #1);Jack L. Chalker;3,89;1,960;61
576;Anne of Green Gables (Anne of Green Gables, #1);L.M. Montgomery;4,30;936,945;36,226
577;Beyond the Blue Event Horizon (Heechee Saga, #2);Frederik Pohl;3,95;13,079;334
578;The Atrocity Exhibition;J.G. Ballard;3,78;6,280;461
579;Seeker (Alex Benedict, #3);Jack McDevitt;3,92;7,547;416
580;Giants' Star (Giants, #3);James P. Hogan;3,92;1,859;91
581;Up the Walls of the World;James Tiptree Jr.;3,91;794;80
582;Glory Season;David Brin;3,74;3,405;147
583;Ship Breaker (Ship Breaker, #1);Paolo Bacigalupi;3,75;43,822;4,621
584;Starship Titanic;Terry Jones;3,61;12,421;480
585;Forever Free (The Forever War, #2);Joe Haldeman;3,46;7,289;467
586;Reamde (Crypto, #2);Neal Stephenson;3,99;54,382;5,198
587;Singer from the Sea;Sheri S. Tepper;3,87;1,969;74
588;The Gormenghast Novels (Gormenghast, #1-3);Mervyn Peake;4,01;9,215;702
589;Dragons of Spring Dawning (Dragonlance: Chronicles, #3);Margaret Weis;4,13;57,085;802
590;Holes (Holes, #1);Louis Sachar;3,99;1,157,756;25,372
591;A War of Gifts (Ender's Saga, #1.1);Orson Scott Card;3,68;16,681;1,061
592;Ammonite;Nicola Griffith;3,89;5,730;611
593;Split Infinity (Apprentice Adept, #1);Piers Anthony;3,97;17,664;434
594;Bug Jack Barron;Norman Spinrad;3,79;1,873;104
595;A Fall of Moondust;Arthur C. Clarke;3,88;10,340;545
596;A Crown of Swords (The Wheel of Time, #7);Robert Jordan;4,06;159,749;3,906
597;Jem (Kronos) (Spanish Edition);Frederik Pohl;3,58;2,881;116
598;Tales of the Dying Earth;Jack Vance;4,13;5,484;435
599;The Chronicles of Amber (The Chronicles of Amber, #1-5);Roger Zelazny;4,37;10,975;259
600;The Death of Grass;John Christopher;3,88;9,230;844
601;Lud-in-the-Mist;Hope Mirrlees;3,86;7,505;1,015
602;Cloud Warrior (Amtrak Wars, #1);Patrick Tilley;3,91;1,381;77
603;The Sandman, Vol. 4: Season of Mists;Neil Gaiman;4,54;75,745;2,657
604;Across the Nightingale Floor (Tales of the Otori, #1);Lian Hearn;4,06;40,927;2,453
605;The Girl with Ghost Eyes;M.H. Boroson;3,86;4,243;740
606;When She Woke;Hillary Jordan;3,67;28,468;4,585
607;Anno Dracula (Anno Dracula, #1);Kim Newman;3,77;13,889;1,340
608;'Salem's Lot;Stephen King;4,05;430,097;16,454
609;The Sandman, Vol. 2: The Doll's House;Neil Gaiman;4,43;102,687;3,937
610;Day Soldiers (Day Soldiers, #1);Brandon Hale;3,94;947;100
611;The Wishsong of Shannara (The Original Shannara Trilogy, #3);Terry Brooks;3,98;52,573;912
612;Bald New World;Peter Tieryas Liu;3,67;249;99
613;The Book of Occult;Simon W. Clark;3,64;3,757;94
614;The Sigil Blade (Archon Sigil Trilogy, #1);Jeff   Wilson;3,78;935;45
615;All for One (Sky Ghosts, #1);Alexandra Engellmann;3,76;447;122
616;Consider (Holo, #1);Kristy Acevedo;4,05;1,113;258
617;Earthlight;Arthur C. Clarke;3,72;3,363;217
618;The Little Light (The Guardians of the Lore #1);Dipa Sanatani;4,48;162;106
619;The Last Castle;Jack Vance;3,78;1,187;98
620;Rogue Moon;Algis Budrys;3,50;2,944;307
621;The Penultimate Truth;Philip K. Dick;3,78;9,603;622
622;Axiomatic;Greg Egan;4,27;5,320;449
623;Unsouled (Cradle, #1);Will Wight;4,16;38,500;2,277
624;The Hourglass Throne (The Tarot Sequence, #3);K.D. Edwards;4,59;3,624;624
625;Nightwings;Robert Silverberg;3,75;3,161;282
626;Changing Planes;Ursula K. Le Guin;3,85;5,998;698
627;The Hike;Drew Magary;3,95;19,294;2,822
628;Existence (Existence, #1);Abbi Glines;3,93;61,726;3,695
629;The Rookie (Galactic Football League, #1);Scott Sigler;4,27;3,607;285
630;Splinter of the Mind's Eye;Alan Dean Foster;3,26;10,735;689
631;Lieutenant Henry Gallant  (The Henry Gallant Saga, #2);H. Peter Alesso;4,04;804;75
632;Rise of the Ranger (The Echoes Saga, #1);Philip C. Quaintrell;4,22;7,197;454
633;The Affirmation;Christopher Priest;3,89;2,044;248
634;The Sandman, Vol. 9: The Kindly Ones;Neil Gaiman;4,59;49,594;1,784
635;Got Luck: An Urban Fantasy Mystery (Tales of the Behindbeyond Book 1);Michael  Darling;4,03;480;93
636;The Reach Between Worlds (The Arclight Saga, #1);Cameron M. Hayden;3,94;383;46
637;The Improbable Wonders of Moojie Littleman;Robin  Gregory;4,23;559;126
638;Stations of the Tide;Michael Swanwick;3,69;2,532;228
639;Deepsix (The Academy, #2);Jack McDevitt;3,88;4,681;299
640;The Raven Boys (The Raven Cycle, #1);Maggie Stiefvater;4,05;353,538;39,956
641;Fimbulwinter (Daniel Black, #1);E. William Brown;4,11;7,201;290
642;Peeps (Peeps, #1);Scott Westerfeld;3,77;24,710;2,041
643;The Kraken Wakes;John Wyndham;3,77;9,352;824
644;Live Free or Die (Troy Rising, #1);John Ringo;4,17;9,047;479
645;Written in Red (The Others, #1);Anne Bishop;4,25;59,334;6,423
646;Radix (Radix, #1);A.A. Attanasio;3,77;1,161;111
647;Triplanetary (Lensman, #1);"E.E. ""Doc"" Smith";3,66;6,884;512
648;Super Sad True Love Story;Gary Shteyngart;3,44;40,272;4,841
649;Dead Witch Walking (The Hollows, #1);Kim Harrison;4,03;124,082;5,392
650;Eon: Dragoneye Reborn (Eon, #1);Alison Goodman;3,96;60,754;4,441
651;The Science Fiction Hall of Fame, Volume One, 1929-1964;Robert Silverberg;4,33;5,936;432
652;The Fairy-Tale Detectives (The Sisters Grimm, #1);Michael Buckley;4,04;54,049;3,724
653;Shadows of Atlantis: Awakening;Mara Powers;4,32;316;34
654;Mindscan;Robert J. Sawyer;3,81;2,676;237
655;The Silver Metal Lover (Silver Metal Lover, #1);Tanith Lee;4,03;3,895;389
656;Nimona;N.D. Stevenson;4,17;150,870;15,650
657;To Green Angel Tower (Memory, Sorrow, and Thorn, #3);Tad Williams;4,20;34,434;614
658;The City of Gold and Lead;John Christopher;4,08;8,192;393
659;"Yesterday's Son (Star Trek: The Original Series #11; The Yesterday Saga, #1)";A.C. Crispin;3,97;2,865;159
660;Aurora Rising (The Aurora Cycle, #1);Amie Kaufman;4,11;63,516;11,221
661;Lioness Rampant (Song of the Lioness, #4);Tamora Pierce;4,27;88,566;1,974
662;Mirabile;Janet Kagan;4,32;600;72
663;Retief! (Retief #1-3+novella);Keith Laumer;3,99;2,248;34
664;Conan of Cimmeria (Conan 2);Robert E. Howard;4,11;4,918;107
665;Dream Thief;Stephen R. Lawhead;3,75;1,581;67
666;Legion of the Damned (Legion, #1);William C. Dietz;3,69;2,111;123
667;The King of Elfland's Daughter;Lord Dunsany;3,83;7,422;804
668;A Tale of Time City;Diana Wynne Jones;3,87;5,145;400
669;Dayworld (Dayworld, #1);Philip José Farmer;3,65;1,646;105
670;Earth Girl (Earth Girl, #1);Janet  Edwards;3,83;5,612;811
671;The Outsider (Roswell High, #1);Melinda Metz;3,66;2,976;291
672;Forty Thousand in Gehenna (Unionside, #1);C.J. Cherryh;3,80;2,095;137
673;Paris in the Twentieth Century: The Lost Novel;Jules Verne;3,40;2,534;295
674;Eisenhorn (Eisenhorn, #1-3);Dan Abnett;4,43;8,403;365
675;The Outsiders;S.E. Hinton;4,12;1,259,957;44,365
676;Blood Promise (Vampire Academy, #4);Richelle Mead;4,31;307,191;11,091
677;Planet of Adventure (Planet of Adventure, #1-4);Jack Vance;4,25;2,032;151
678;Who Fears Death (Who Fears Death, #1);Nnedi Okorafor;3,94;24,621;3,372
679;Rogue Squadron (Star Wars: X-Wing, #1);Michael A. Stackpole;4,05;16,431;583
680;The Killing Moon (Dreamblood, #1);N.K. Jemisin;3,95;19,367;2,242
681;Halo: The Fall of Reach;Eric S. Nylund;4,25;28,688;1,531
682;Logan's Run;William F. Nolan;3,65;11,711;794
683;Enchanters' End Game (The Belgariad #5);David Eddings;4,19;91,336;1,159
684;City of Stairs (The Divine Cities, #1);Robert Jackson Bennett;4,09;33,454;3,884
685;Foundation's Triumph (Second Foundation Trilogy, #3);David Brin;4,00;11,392;84
686;A Darkness At Sethanon (The Riftwar Saga, #4);Raymond E. Feist;4,19;65,915;949
687;Fool's Quest  (The Fitz and the Fool, #2);Robin Hobb;4,52;40,242;2,251
688;A Song of Ice and Fire (A Song of Ice and Fire, #1-4);George R.R. Martin;4,63;47,014;1,034
689;Untamed (House of Night, #4);P.C. Cast;3,94;231,970;3,955
690;Molly Fyde and the Parsona Rescue (The Bern Saga, #1);Hugh Howey;3,92;5,199;349
691;Shon'jir (The Faded Sun, #2);C.J. Cherryh;4,07;1,482;49
692;Beyond Sanctuary;Janet E. Morris;3,90;1,936;44
693;Last Argument of Kings (The First Law, #3);Joe Abercrombie;4,33;148,168;7,533
694;The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1);Catherynne M. Valente;3,95;39,816;5,824
695;Pani Jeziora (Saga o Wiedźminie, #5);Andrzej Sapkowski;4,10;75,322;4,608
696;The Courts of Chaos (The Chronicles of Amber, #5);Roger Zelazny;4,18;22,731;456
697;Lord of the Flies;William Golding;3,69;2,796,508;52,600
698;Carnelian (Chalcedony Chronicles, #1);B. Kristin McMichael;3,88;1,037;207
699;The Diamond Throne (The Elenium, #1);David Eddings;3,97;34,628;652
700;When Lightning Strikes (1-800-Where-R-You, #1);Jenny Carroll;4,05;17,102;617
701;Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1);Seth Grahame-Smith;3,71;135,128;12,666
702;Faerie Tale;Raymond E. Feist;3,88;10,700;609
703;The Aleph and Other Stories;Jorge Luis Borges;4,34;39,494;2,046
704;The City Who Fought (Brainship, #4);Anne McCaffrey;3,99;4,682;90
705;The Lost Symbol (Robert Langdon, #3);Dan Brown;3,74;595,451;29,482
706;"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)";R.A. Salvatore;4,35;27,956;566
707;City of Pearl (Wess'har Wars, #1);Karen Traviss;3,90;2,224;171
708;The Hand of Oberon (The Chronicles of Amber, #4);Roger Zelazny;4,21;19,256;446
709;Synners;Pat Cadigan;3,68;2,014;185
710;Empire of Ivory (Temeraire, #4);Naomi Novik;3,98;28,849;1,484
711;Tinker (Elfhome, #1);Wen Spencer;4,08;5,614;416
712;Rampant (Killer Unicorns, #1);Diana Peterfreund;3,54;7,042;961
713;Vellum (The Book of All Hours, #1);Hal Duncan;3,31;2,070;311
714;A Man Rides Through (Mordant's Need, #2);Stephen R. Donaldson;4,03;12,915;253
715;The Better Part of Valor (Confederation, #2);Tanya Huff;4,07;5,474;273
716;Ender's Game, Volume 1: Battle School (Ender's Saga);Christopher Yost;4,42;49,178;244
717;An Absolutely Remarkable Thing (The Carls, #1);Hank Green;4,04;109,011;16,836
718;First King of Shannara (The Original Shannara Trilogy, #0);Terry Brooks;3,97;29,807;645
719;Black Powder War (Temeraire, #3);Naomi Novik;3,90;37,666;1,912
720;Charmed Life (Chrestomanci, #1);Diana Wynne Jones;3,96;33,566;1,571
721;Maps in a Mirror: The Short Fiction of Orson Scott Card;Orson Scott Card;4,01;3,285;148
722;WWW: Watch (WWW, #2);Robert J. Sawyer;4,00;4,897;376
