;0;1;2;3;4
374;Warriors of the Heynai (Jake West, #2);M.J. Webb;4,25;55;33
375;Bitterwood (Dragon Age, #1);James Maxey;3,59;1,385;134
376;Fast-Tracked (Fast-Track Trilogy, #1);Tracy Rozzlynn;3,98;406;43
377;"Deceptions (Star Wars: Jedi Apprentice, #19; Special Edition #1)";Jude Watson;3,87;1,505;47
378;Forgotten (The Fate Trilogy #1);Sarah J. Pepper;3,53;151;50
379;Scriber;Ben S. Dobson;4,11;1,123;152
380;The Unraveling of Avery Snow (The Past Lives, #2);Christy Sloat;4,55;93;42
381;Beewitched;Julia Dweck;4,05;330;36
382;The Blood Knight (Kingdoms of Thorn and Bone, #3);Greg Keyes;3,82;4,914;138
383;Trullion: Alastor 2262 (Alastor, Bk. 1);Jack Vance;3,88;679;48
384;Touch of Power (Healer, #1);Maria V. Snyder;4,13;45,257;3,474
385;Sanctus (Sancti Trilogy, #1);Simon Toyne;3,83;8,544;1,067
386;The Bad Place;Dean Koontz;3,93;36,858;868
387;Phantom Shadows (Immortal Guardians, #3);Dianne Duvall;4,28;7,256;409
388;The Seedling Stars;James Blish;3,85;682;55
389;Samurai Awakening (Samurai Awakening #1);Benjamin    Martin;3,75;96;35
390;The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3);David Eddings;4,29;15,928;446
391;The Satan Bug;Alistair MacLean;3,71;2,762;107
392;Tenth of December;George Saunders;3,98;72,739;8,475
