;0;1;2;3;4
370;The Dreamer (Dreamland, #1);E.J. Mellow;3,95;1,066;197
371;Catharsis (Awaken Online #1);Travis Bagwell;4,39;14,875;1,104
372;Rise;Brian Guthrie;3,85;115;43
373;Lethao (The Secret King #1);Dawn Chapman;4,23;60;37
374;SeQuence (The Heart of the Ocean, #1);Lorraine M.L.M.;3,63;112;52
375;Defender (The Voices, #1);G.X. Todd;3,93;896;200
376;The Navigator (Apollo Stone Trilogy #1);P.M.  Johnson;4,25;485;43
377;The Book of Atrix Wolfe;Patricia A. McKillip;3,99;3,876;252
378;Code of the Lifemaker;James P. Hogan;3,79;1,003;56
379;Zero K;Don DeLillo;3,19;11,323;1,629
380;Murder In Absentia (Stories of Togas Daggers and Magic, #1);Assaph Mehr;4,19;281;139
381;Argonauts;Kevin Kneupper;3,47;417;51
382;Dark Eden (Dark Eden, #1);Chris Beckett;3,78;7,721;1,032
383;Article Three;Anna Jakobsson Lund;3,84;287;86
384;The Wrong Unit;Rob Dircks;4,20;842;179
385;Confluence (Linesman #3);S.K. Dunstall;4,25;1,468;119
386;The Bones of the Past (The Books of Dust and Bone, #1);Craig  A. Munro;3,97;70;31
387;The Phoenix Guards (Khaavren Romances, #1);Steven Brust;4,08;5,104;236
388;Wanted (Chase Ryder, #1);Jo Ho;4,44;411;105
389;The Uncrossing;Melissa Eastlake;3,63;177;76
390;The Origin of F.O.R.C.E.;Sam B. Miller II;3,95;85;43
391;Gork, the Teenage Dragon;Gabe Hudson;2,81;899;291
392;Prey (Shifters, #4);Rachel Vincent;4,20;17,607;669
393;The Bound: Novella (Hers To Save Book 1);Michelle Connor;4,37;51;38
394;A Touch of Death (The Outlands Pentalogy #1);Rebecca Crunden;4,00;227;187
395;The Wanderers;Meg Howrey;3,54;5,146;1,000
396;Birthrights (Revisions to the Truth, #1);J. Kyle McNeal;3,96;74;45
397;Travelers (Nel Bently, #1);V.S. Holmes;3,77;93;41
398;No Ordinary Star (No Ordinary Star, #1);M.C. Frank;3,81;441;199
399;Agatha Heterodyne and the Chapel of Bones (Girl Genius, #8);Kaja Foglio;4,45;1,474;54
400;This is the Way the World Ends: An Oral History of the Zombie War;Keith Taylor;4,10;1,344;171
401;Dead Soul (In Her Name: The Last War, #3);Michael R. Hicks;4,30;1,988;56
402;The Apothecary's Curse;Barbara  Barnett;3,72;161;71
403;Swimming Monkeys: Genesis;Steve Hadden;4,00;239;52
404;Wonderblood;Julia Whicker;2,97;420;159
405;The Raven King (The Raven Cycle, #4);Maggie Stiefvater;4,26;138,236;19,568
406;Webley and The World Machine (Hall of Doors, #1);Zachary Paul Chopchinski;3,76;181;53
407;The Ultimate Agent;Derek Borne;4,23;80;67
408;Djinn;Sang Kromah;3,98;127;57
409;Leaning on Water;Joan June Chen;4,03;140;44
410;Illusionary;LeAnn Mason;4,37;125;58
411;All You Need Is Kill 1;Ryōsuke Takeuchi;4,14;3,156;247
412;Pebble in the Dark (Pebble in the Dark, #1);Antony Botting;3,88;131;45
413;Filhos da Degradação (Ordem Vermelha, #1);Felipe Castilho;4,25;478;89
414;Little Heroes;Norman Spinrad;3,73;430;31
415;Aegis Evolution (The Aegis League, #3);S.S. Segran;4,58;110;40
416;Break The Bodies, Haunt The Bones;Micah Dean Hicks;3,63;830;207
417;The Unfortunate Expiration of Mr. David S. Sparks;William F. Aicher;3,98;118;52
418;Blunt Force Magic (The Monsters and Men Trilogy, #1);Lawrence   Davis;3,92;152;65
419;Ritualist (The Completionist Chronicles, #1);Dakota Krout;4,32;13,206;636
420;Step into Magic (Portals to Whyland #1);Day Leitao;4,22;101;39
421;They Called Me Wyatt;Natasha Tynes;1,65;2,301;982
422;Ball Lightning;Liu Cixin;3,77;11,251;1,226
423;Dionna's Warrior (Dragon Origins, #1);Ruby Ryan;4,00;372;54
424;La invención de Morel / El gran Serafín;Adolfo Bioy Casares;3,99;1,462;96
425;The Game;Diana Wynne Jones;3,64;3,923;426
426;Malice (The Faithful and the Fallen, #1);John Gwynne;4,17;33,308;3,812
427;A Dragon's Awakening (The Chronicles of Kale, #1);Aya Knight;3,73;744;34
428;Druidess;Theophilus Monroe;4,31;68;45
429;Crota (The Gods' Game #1);Rohan M. Vider;4,07;1,807;140
430;There Be Demons;M.K. Theodoratus;4,34;59;53
431;The Zee Brothers : Zombie Exterminators (Standard Edition): Curse of the Zombie Omelet!;Grivante;3,91;197;70
432;A Fire Within (Sekret Machines #2);Tom DeLonge;4,02;616;38
433;The 19th Bladesman (Shadow Sword, #1);S.J.  Hartland;4,13;272;108
434;Connor's Gambit;Z. Gottlieb;4,16;206;31
435;Ink (Tribe #1);Jobie Baldwin;3,87;251;60
436;Allison's Secret (Post Apocalyptic Woman #1);D. Stalter;4,25;770;111
437;Apocalypse Five (Archive of the Fives #1);Stacey Rourke;4,13;120;86
438;Battlecry (Battlecry #1);Emerald Dodge;4,21;169;42
439;Skull Flowers;Jazon Dion Fletcher;2,61;145;53
440;Star Marque Rising (The Star Marque Trilogy #1);Shami Stovall;4,21;289;61
441;The Samurai's Lover (Keepers of Xereill, #4);Alix Nichols;4,28;78;36
442;The Voyages of Trueblood Cay (Venery, #2.75);Suanne Laqueur;4,56;141;79
443;Moon Deeds (Star Children Saga, #1);Palmer Pickering;4,26;242;199
444;Blue and Gold;K.J. Parker;3,95;625;101
445;A Subtle Agency (The Metaframe War, #1);Graeme Rodaughan;4,04;255;80
